Time,Open,High,Low,Close,Volume
2023-08-31,92.9800,93.3600,92.1600,92.9000,13332433
2023-08-30,92.5500,94.2500,92.4700,93.6500,13779899
2023-08-29,93.4500,94.0950,92.3400,94.0300,16927977
2023-08-28,91.5000,92.7700,91.2900,92.2400,14613754
2023-08-25,89.2500,90.0400,88.2700,89.8200,11382199
2023-08-24,90.4900,90.9200,89.0400,89.1100,10684541
2023-08-23,88.3700,90.5900,88.3100,89.8400,12185729
2023-08-22,89.2800,89.4900,87.8600,88.0800,11611582
2023-08-21,87.6000,88.8200,87.2200,88.5700,14167291
2023-08-18,87.7800,88.3600,86.8600,88.0300,20424821
2023-08-17,91.9400,91.9500,90.2600,90.6500,15732323
2023-08-16,89.6300,90.5000,88.2900,89.1200,23292415
2023-08-15,93.0000,93.0100,90.7446,91.5900,14756289
2023-08-14,94.2400,94.4500,92.5300,93.4600,17580971
2023-08-11,97.3400,97.6500,94.3400,95.7200,25222754
2023-08-10,98.3100,101.8400,97.1200,99.2100,53193104
2023-08-09,96.0250,96.3000,94.0800,94.8500,18640070
2023-08-08,93.5100,94.4800,92.9218,94.2200,13504738
2023-08-07,97.7800,97.8000,95.0300,96.5600,13893855
2023-08-04,97.7350,98.4900,96.6900,96.9000,13477295
2023-08-03,96.7100,98.4900,96.5800,97.5800,15462655
2023-08-02,97.7200,97.7400,94.5600,95.0700,19452332
2023-08-01,99.8700,101.1600,99.3000,100.1000,14418435
2023-07-31,99.7900,102.5000,99.7200,102.1600,17726466
2023-07-28,98.0700,101.2200,97.9600,100.5500,31956520
2023-07-27,97.7500,97.9900,95.1612,95.4400,18685523
2023-07-26,94.9500,97.5450,94.8400,97.1400,15833421
2023-07-25,98.1700,98.4900,94.6100,94.9800,25827317
2023-07-24,92.0700,97.4686,91.3000,96.3500,33376076
2023-07-21,92.8900,93.2300,91.5400,92.1700,13899064
2023-07-20,91.6900,93.1200,91.3500,91.9000,14752965
2023-07-19,93.5700,94.7100,92.0900,92.0900,17228055
2023-07-18,91.5400,92.2100,90.1500,91.2000,20249720
2023-07-17,92.2500,93.5500,91.0400,93.4100,17317289
2023-07-14,95.2200,96.0900,94.2400,94.5600,18897112
2023-07-13,95.0300,97.0050,94.6000,96.6100,24021402
2023-07-12,94.1100,95.0300,92.5500,94.0000,24161384
2023-07-11,91.0200,92.3200,89.0100,91.7900,20768841
2023-07-10,90.0500,92.0400,89.6000,90.5600,25401783
2023-07-07,86.7600,91.5700,86.6300,90.5500,46992145
2023-07-06,83.1200,83.9500,82.6400,83.8400,12943666
2023-07-05,83.9800,84.6900,82.8200,84.3000,11203853
2023-07-03,84.8700,85.6350,84.0000,84.0700,11514390
2023-06-30,83.2300,84.2300,83.0100,83.3500,12174290
2023-06-29,83.3900,83.9900,83.0000,83.5500,13362547
2023-06-28,85.7500,85.7500,84.3800,84.5900,14113822
2023-06-27,86.8200,87.6150,86.7150,87.1300,13994520
2023-06-26,85.3200,86.7100,85.2100,85.4700,10808685
2023-06-23,85.8100,85.9380,84.3700,84.9200,14907127
2023-06-22,86.7800,87.3150,85.3200,86.8900,10272698
2023-06-21,87.3800,89.1600,86.6200,86.7700,15159909
2023-06-20,89.8300,90.2000,87.3200,87.9300,23382865
2023-06-16,94.0000,94.2900,91.5200,92.1000,25087713
2023-06-15,91.4600,92.7700,90.6000,92.2000,26570478
2023-06-14,87.9700,90.1200,87.7100,89.3600,21519342
2023-06-13,87.9600,89.2200,87.2500,87.5100,16814142
2023-06-12,86.0100,87.2900,85.6300,85.8600,11575889
2023-06-09,86.0600,86.8377,85.0650,85.5000,12903414
2023-06-08,85.1700,86.9500,85.1700,86.1400,11280953
2023-06-07,85.7200,86.9500,85.0900,85.2800,12886683
2023-06-06,83.5000,87.0600,83.3700,86.7000,18451961
2023-06-05,83.9900,84.5700,83.2400,84.4000,8204016
2023-06-02,85.0800,86.0300,84.1400,84.2700,17616090
2023-06-01,79.3500,84.0000,79.3500,83.0000,23217608
2023-05-31,79.5800,79.6650,77.7700,79.5500,16140198
2023-05-30,80.1200,80.7000,78.1700,78.6700,21209566
2023-05-26,79.9000,81.5655,78.4000,80.9700,16419963
2023-05-25,80.5900,80.7100,78.1200,78.7800,21811561
2023-05-24,82.1650,82.6000,80.8800,81.2100,17045795
2023-05-23,84.1600,84.9750,82.7000,82.8800,19917788
2023-05-22,85.6700,87.4800,85.6500,86.1000,16951329
2023-05-19,83.8500,85.2000,83.4800,83.9800,21571832
2023-05-18,90.8100,91.0000,85.0000,85.7700,60258607
2023-05-17,88.4600,91.4300,88.0100,90.6800,27670688
2023-05-16,87.1100,89.3699,87.0600,88.7600,18177862
2023-05-15,87.1300,88.4000,85.8329,88.3400,23691178
2023-05-12,86.7100,86.7100,84.7600,85.3400,19042794
2023-05-11,85.4300,88.4800,84.8200,87.8900,28104158
2023-05-10,82.1400,84.5000,81.7700,82.9500,16868062
2023-05-09,80.5450,82.6600,80.1500,82.2200,13457351
2023-05-08,83.6300,83.7000,82.3400,83.3100,17392861
2023-05-05,82.7500,83.3800,82.0300,83.2200,17527620
2023-05-04,82.3900,83.1300,81.8000,82.4900,23773830
2023-05-03,81.3050,82.0000,80.4900,81.4800,17759399
2023-05-02,83.1500,83.2800,80.6538,81.5300,20689482
2023-05-01,84.1500,85.2800,83.7711,84.1600,12909246
2023-04-28,84.1800,85.0800,83.8700,84.6900,18109260
2023-04-27,83.0700,84.6400,82.6400,84.4700,24506825
2023-04-26,85.0400,85.2200,82.7600,82.8200,22104455
2023-04-25,85.3200,85.7000,82.2120,82.9200,36441347
2023-04-24,88.4000,88.4800,86.0400,86.8900,22757093
2023-04-21,89.9600,90.1900,88.3000,89.1300,23097341
2023-04-20,93.3500,93.7900,90.0500,90.7400,25533867
2023-04-19,94.6000,94.8200,92.9500,93.4900,18985229
2023-04-18,99.0200,99.1700,95.1805,95.4900,20672320
2023-04-17,96.7400,97.2300,95.4900,96.4200,14200230
2023-04-14,95.6300,96.1200,93.8400,94.5500,14098698
2023-04-13,95.8750,97.1900,95.0950,96.1700,24231741
2023-04-12,97.8200,98.8900,93.5800,93.8400,35515995
2023-04-11,102.4600,102.5400,99.2000,99.7600,19017682
2023-04-10,100.6200,102.8300,100.5900,101.5400,16308327
2023-04-06,98.5300,103.2400,98.2700,102.7400,26849216
2023-04-05,99.2400,100.4500,97.6600,98.5500,20117745
2023-04-04,98.9400,101.4700,97.2600,100.7200,26868408
2023-04-03,100.8900,101.7500,97.6100,98.3900,26888141
2023-03-31,102.8600,103.6000,101.1320,102.1800,28382576
2023-03-30,101.3400,105.0500,100.5000,103.3800,57780699
2023-03-29,97.5900,101.3300,96.2800,99.9200,53695033
2023-03-28,95.3500,99.5100,92.0600,98.4000,118875179
2023-03-27,87.1300,88.2200,85.5000,86.1200,18258302
2023-03-24,85.8700,88.1100,85.6300,86.9000,20349646
2023-03-23,87.6800,88.3800,85.2600,86.5200,26861427
2023-03-22,84.8400,85.3900,83.5100,83.6500,21204671
2023-03-21,82.4600,84.0875,82.0000,83.7000,16529397
2023-03-20,80.1500,81.9000,79.4800,81.0000,19536496
2023-03-17,84.0000,84.1600,80.6200,81.6700,23711136
2023-03-16,81.4600,82.4800,80.6600,82.2200,22922965
2023-03-15,81.5500,82.5400,80.1500,81.5100,21025307
2023-03-14,82.8600,83.9100,82.1601,83.8500,20126118
2023-03-13,83.0100,83.7550,81.9700,82.9000,17848336
2023-03-10,82.6400,84.5200,82.3300,82.9600,18123069
2023-03-09,85.1200,85.6900,82.8750,83.3700,24327736
2023-03-08,87.3900,87.7700,86.4500,86.9500,14721537
2023-03-07,89.5200,90.0500,88.2000,88.7300,14514657
2023-03-06,89.5850,91.3001,88.0300,89.6200,16983867
2023-03-03,90.1100,90.4600,88.4000,89.7000,25834349
2023-03-02,88.9600,90.9190,87.9700,89.7500,25691768
2023-03-01,92.9200,92.9200,89.7300,89.9500,35434898
2023-02-28,88.4600,89.3400,87.2700,87.7900,24597162
2023-02-27,90.8500,91.2400,88.8950,89.2500,25839998
2023-02-24,90.0700,91.6800,88.0300,89.0000,36174519
2023-02-23,100.1000,100.4700,92.1300,94.1600,40482949
2023-02-22,95.5750,95.8900,93.5546,94.7800,24484024
2023-02-21,96.5000,97.6250,94.7000,95.1000,27172733
2023-02-17,101.0000,101.0900,99.2500,100.0100,18121644
2023-02-16,102.7100,104.5200,102.0300,103.1100,21747094
2023-02-15,102.3900,103.4400,102.0000,103.0800,18910236
2023-02-14,103.5500,104.4800,101.8500,104.2200,12978395
2023-02-13,105.9900,106.3500,104.1500,104.7900,17577825
2023-02-10,105.8000,106.6400,102.7900,103.6500,18776035
2023-02-09,108.5000,109.8100,107.7500,108.4600,16281295
2023-02-08,107.1000,107.1400,103.5500,105.1100,14329488
2023-02-07,106.8400,107.3500,103.7200,105.5000,16861658
2023-02-06,103.8200,106.2800,103.2200,105.4500,15337475
2023-02-03,108.0500,109.5299,105.8100,106.3300,15982156
2023-02-02,112.5000,112.5250,107.8100,109.7400,23396932
2023-02-01,111.8600,113.9500,110.1500,112.8200,16622999
