time/iterations,train/reward,time/total_timesteps,time/time_elapsed,time/fps,train/learning_rate,train/std,train/policy_gradient_loss,train/clip_fraction,train/value_loss,train/loss,train/entropy_loss,train/explained_variance,train/approx_kl,train/n_updates,train/clip_range
35,-563.50616,71680,201,355,0.00025,1.0462913513183594,-0.05399206965812482,0.144580078125,5937.708647155761,3645.73291015625,-43.89059042930603,0.17456012964248657,0.014267519,340,0.2
36,196.87326,73728,207,355,0.00025,1.0472954511642456,-0.0433963525807485,0.097509765625,12146.150857543946,6237.31298828125,-43.93370461463928,0.21149283647537231,0.011519179,350,0.2
37,-42.038483,75776,213,355,0.00025,1.0477615594863892,-0.04876789272238966,0.135302734375,9775.856091308593,2518.430419921875,-43.95640561580658,0.14374595880508423,0.013053577,360,0.2
38,-102.43789,77824,219,355,0.00025,1.049404263496399,-0.05041791010298766,0.164111328125,8416.409732055665,2864.590087890625,-43.98890910148621,0.21964812278747559,0.016148899,370,0.2
39,-19.012503,79872,224,355,0.00025,1.0508228540420532,-0.04113190624048002,0.087890625,13605.763415527344,6519.57177734375,-44.03334782123566,0.24694961309432983,0.011207975,380,0.2
40,42.867767,81920,230,355,0.00025,1.0517618656158447,-0.048016586896847,0.11142578125,12435.049847412109,5143.45654296875,-44.06704902648926,0.25785958766937256,0.012441962,390,0.2
41,45.007233,83968,236,355,0.00025,1.0532196760177612,-0.048735414317343385,0.121337890625,12564.666882324218,6358.48046875,-44.10161337852478,0.18897855281829834,0.012794457,400,0.2
42,-4.5238185,86016,242,355,0.00025,1.0547804832458496,-0.050224085670197385,0.1470703125,8695.856332397461,4541.27490234375,-44.14722881317139,0.26588916778564453,0.015194207,410,0.2
43,-189.83763,88064,247,355,0.00025,1.0558289289474487,-0.05006628772825934,0.12587890625,11302.549572753906,4519.17333984375,-44.179980063438414,0.24761056900024414,0.013650875,420,0.2
44,14.719732,90112,253,355,0.00025,1.0563528537750244,-0.04497689483105205,0.131640625,15858.408471679688,5739.2666015625,-44.19812684059143,0.21766775846481323,0.013875993,430,0.2
45,-54.443523,92160,259,355,0.00025,1.0578945875167847,-0.04750690748624038,0.114453125,15814.878814697266,7346.083984375,-44.22964951992035,0.17021042108535767,0.012365143,440,0.2
46,-61.176537,94208,266,352,0.00025,1.0591681003570557,-0.05444785623403732,0.149267578125,10276.67222290039,5467.96337890625,-44.26805813312531,0.3088507056236267,0.01465418,450,0.2
47,-118.35441,96256,275,349,0.00025,1.060936450958252,-0.05187124156218488,0.1470703125,10766.028225708007,7968.77587890625,-44.312563920021056,0.18344181776046753,0.014750677,460,0.2
48,279.79156,98304,280,350,0.00025,1.061795711517334,-0.05540679153345991,0.16142578125,10869.814288330079,4391.486328125,-44.34918313026428,0.11228793859481812,0.015630215,470,0.2
49,84.23069,100352,286,350,0.00025,1.0632401704788208,-0.04737491715932265,0.1779296875,14121.460006713867,8339.4765625,-44.38039059638977,0.12990087270736694,0.016683072,480,0.2
50,-216.82713,102400,292,350,0.00025,1.0660825967788696,-0.05558176697231829,0.1583984375,11199.170471191406,5621.912109375,-44.44527187347412,0.24237191677093506,0.015529372,490,0.2
51,-35.96422,104448,297,350,0.00025,1.0667952299118042,-0.04711047855234938,0.140478515625,17731.907806396484,6838.2119140625,-44.485470271110536,0.24934369325637817,0.014758935,500,0.2
52,-176.20818,106496,303,350,0.00025,1.0686802864074707,-0.045528181214467625,0.09951171875,22397.7692199707,9177.57421875,-44.530482697486875,0.16640663146972656,0.011649806,510,0.2
53,-32.294514,108544,309,350,0.00025,1.070722222328186,-0.054892130949883725,0.15234375,14811.824993896484,5088.65966796875,-44.58501014709473,0.15948796272277832,0.015165276,520,0.2
54,152.07764,110592,1264,87,0.00025,1.0722033977508545,-0.05027053761295974,0.217529296875,9936.943544006348,3537.401611328125,-44.631761479377744,0.09402662515640259,0.020758925,530,0.2
55,5.5559406,112640,1270,88,0.00025,1.0755938291549683,-0.053736907237907874,0.21513671875,8742.498229980469,4608.9423828125,-44.70295827388763,0.1009666919708252,0.019310132,540,0.2
56,-10.753602,114688,1275,89,0.00025,1.07732355594635,-0.04987145156192128,0.129638671875,19564.97642211914,9510.55859375,-44.768878889083865,0.17918074131011963,0.013665897,550,0.2
57,-4.8723316,116736,1281,91,0.00025,1.0792086124420166,-0.05590891870961059,0.158056640625,13878.662142944337,6702.83447265625,-44.817751383781435,0.19240731000900269,0.015281085,560,0.2
58,39.459103,118784,1287,92,0.00025,1.0812784433364868,-0.04799293677788228,0.123388671875,25808.176354980467,13474.74609375,-44.872251462936404,0.11481177806854248,0.012324804,570,0.2
59,195.93309,120832,1292,93,0.00025,1.0833027362823486,-0.054067954112542796,0.1630859375,14201.85936279297,5982.94970703125,-44.933585500717165,-0.008607029914855957,0.017269978,580,0.2
60,-92.22582,122880,1299,94,0.00025,1.0850211381912231,-0.05488464692607522,0.153173828125,16738.108129882814,8076.0556640625,-44.98076605796814,0.11312204599380493,0.01470982,590,0.2
61,-30.874369,124928,1305,95,0.00025,1.0876656770706177,-0.05080694471253082,0.143310546875,21654.125122070312,8931.67578125,-45.0467010974884,0.14771783351898193,0.014173956,600,0.2
62,38.89176,126976,2295,55,0.00025,1.0904736518859863,-0.0514585199940484,0.14775390625,21265.321997070314,8366.103515625,-45.126805377006534,0.17440181970596313,0.014287777,610,0.2
63,343.64206,129024,2301,56,0.00025,1.091500997543335,-0.05295544663676992,0.149072265625,21965.616802978515,10654.017578125,-45.172679567337035,0.05068129301071167,0.0155035,620,0.2
64,35.605446,131072,2307,56,0.00025,1.0931925773620605,-0.053826348955044526,0.156982421875,18326.945764160155,8213.0595703125,-45.2078718662262,0.07714498043060303,0.015171073,630,0.2
65,-84.76872,133120,2312,57,0.00025,1.096240758895874,-0.04832613868056797,0.22197265625,16975.667291259764,5904.146484375,-45.27508535385132,0.07809311151504517,0.02550961,640,0.2
66,-2.8171444,135168,2319,58,0.00025,1.0980552434921265,-0.05262246231432073,0.16611328125,17907.05990600586,8026.84033203125,-45.33242752552032,0.06246215105056763,0.0154272895,650,0.2
67,-70.540764,137216,2324,59,0.00025,1.099122405052185,-0.054341946428758094,0.176806640625,15948.866079711914,7021.20947265625,-45.37979655265808,0.07625263929367065,0.016335983,660,0.2
68,-36.857952,139264,2330,59,0.00025,1.1015852689743042,-0.054887642111862076,0.16953125,18147.180261230467,9433.6650390625,-45.43513886928558,0.09470552206039429,0.015269484,670,0.2
69,-274.57025,141312,2336,60,0.00025,1.1039093732833862,-0.05213867059792392,0.152880859375,22385.32551269531,12288.927734375,-45.49258019924164,-0.0007163286209106445,0.015132698,680,0.2
70,-349.02203,143360,3045,47,0.00025,1.1036522388458252,-0.061569882844924,0.20400390625,19267.38609008789,9527.453125,-45.51292808055878,0.0814102292060852,0.018240651,690,0.2
71,191.37091,145408,3051,47,0.00025,1.106522798538208,-0.051521085579588545,0.258837890625,15013.230191040038,10344.13671875,-45.55132694244385,0.06850260496139526,0.024637802,700,0.2
72,-242.99142,147456,3056,48,0.00025,1.107791781425476,-0.042453924418077806,0.264453125,18464.360540771486,6529.2294921875,-45.608516693115234,0.07409042119979858,0.025880348,710,0.2
73,-66.504654,149504,3062,48,0.00025,1.1110382080078125,-0.057507526689005314,0.173486328125,21154.3814453125,10941.0810546875,-45.670449662208554,0.05284905433654785,0.016904954,720,0.2
74,7.036867,151552,3068,49,0.00025,1.1132062673568726,-0.04402471749926917,0.226416015625,22155.088415527345,10232.5234375,-45.74775931835175,0.09810876846313477,0.02413414,730,0.2
75,394.12878,153600,3073,49,0.00025,1.116214632987976,-0.05332650905183982,0.21923828125,21251.599591064452,5169.9267578125,-45.81410989761353,0.09063458442687988,0.025635416,740,0.2
76,-5.123953,155648,3079,50,0.00025,1.117998480796814,-0.05510537005757214,0.154443359375,24359.698492431642,8252.298828125,-45.87963337898255,0.05290156602859497,0.0151074,750,0.2
77,-200.05106,157696,3085,51,0.00025,1.1188393831253052,-0.05918574385577813,0.197119140625,14457.412756347656,6440.37158203125,-45.910324001312254,0.08155906200408936,0.017401945,760,0.2
78,166.93066,159744,4002,39,0.00025,1.1206738948822021,-0.05896978523815051,0.188720703125,19718.516491699218,8534.408203125,-45.94434835910797,0.08840495347976685,0.01689849,770,0.2
79,-70.641,161792,4008,40,0.00025,1.1237666606903076,-0.04439311016758438,0.195263671875,24839.20618286133,13004.099609375,-46.01692271232605,0.1025199294090271,0.021491062,780,0.2
80,13.832495,163840,4013,40,0.00025,1.1261603832244873,-0.044858969157212415,0.212353515625,32719.472595214844,18416.0078125,-46.08659038543701,0.09440606832504272,0.023739267,790,0.2
81,-504.14627,165888,4019,41,0.00025,1.1278247833251953,-0.05180811535101384,0.141357421875,32473.755895996095,9971.333984375,-46.14387409687042,0.10815286636352539,0.014332831,800,0.2
82,222.48375,167936,4025,41,0.00025,1.1301007270812988,-0.05931767012225464,0.229638671875,15846.810754394532,7591.84228515625,-46.19631729125977,0.12758219242095947,0.021454595,810,0.2
83,213.39888,169984,4030,42,0.00025,1.1311469078063965,-0.0539351466257358,0.157568359375,20684.85078125,10004.92578125,-46.239407205581664,0.13720983266830444,0.015659839,820,0.2
84,-127.9456,172032,4036,42,0.00025,1.135756015777588,-0.058289916394278406,0.16845703125,24579.51936035156,13398.447265625,-46.31737360954285,0.12737929821014404,0.016938336,830,0.2
85,63.135906,174080,4042,43,0.00025,1.1366287469863892,-0.04375280214007944,0.140283203125,41829.19343261719,22594.798828125,-46.38032705783844,0.1056402325630188,0.015168509,840,0.2
86,86.96792,176128,4048,43,0.00025,1.1384966373443604,-0.05323686292540515,0.151708984375,25253.892559814452,8725.880859375,-46.42308776378631,0.12614846229553223,0.014011137,850,0.2
87,-3.44038,178176,4054,43,0.00025,1.1391328573226929,-0.05236581678618677,0.14443359375,28510.250555419923,13122.1494140625,-46.45207841396332,0.15335994958877563,0.014156209,860,0.2
88,-72.17023,180224,4059,44,0.00025,1.140665054321289,-0.05632288349443115,0.171875,24158.083197021486,11711.3720703125,-46.48479497432709,0.12955284118652344,0.016540997,870,0.2
89,2.7704642,182272,4131,44,0.00025,1.1416759490966797,-0.05187100997572998,0.142041015625,28413.241833496093,13564.8515625,-46.51451518535614,0.1335853934288025,0.014234139,880,0.2
90,-210.45752,184320,4138,44,0.00025,1.142204999923706,-0.038846570288296786,0.2091796875,42781.20516357422,21848.7421875,-46.533864045143126,0.11004990339279175,0.029770866,890,0.2
91,54.613037,186368,4144,44,0.00025,1.14410400390625,-0.05559470850275829,0.16767578125,21654.909381103516,8717.255859375,-46.56812837123871,0.11676108837127686,0.016784903,900,0.2
92,424.72742,188416,4150,45,0.00025,1.1471341848373413,-0.04806087292090524,0.182568359375,28829.60867919922,14974.6787109375,-46.635694932937625,0.13535279035568237,0.018555269,910,0.2
93,382.6382,190464,4155,45,0.00025,1.151183009147644,-0.05868762288591824,0.176171875,24834.7666015625,12547.8681640625,-46.73567323684692,0.16053593158721924,0.01622651,920,0.2
94,339.0197,192512,4161,46,0.00025,1.154231309890747,-0.05524448612413835,0.175830078125,19470.524255371092,13107.2412109375,-46.81691739559174,0.07455557584762573,0.016233498,930,0.2
95,264.43112,194560,4167,46,0.00025,1.1549944877624512,-0.056539242091821505,0.17646484375,23650.361462402343,11477.7939453125,-46.86249213218689,0.13465148210525513,0.016829645,940,0.2
96,-193.26292,196608,4173,47,0.00025,1.1570113897323608,-0.04830914803605992,0.123583984375,33975.799145507815,22870.68359375,-46.898400568962096,0.13754111528396606,0.013928706,950,0.2
97,-38.678593,198656,4178,47,0.00025,1.1598178148269653,-0.03563400876300875,0.29755859375,28165.191021728515,18208.1015625,-46.96193418502808,0.1411561369895935,0.035640545,960,0.2
98,88.2068,200704,4184,47,0.00025,1.1611052751541138,-0.05209524227539077,0.14638671875,34403.012915039064,21788.86328125,-47.00793843269348,0.1569940447807312,0.015286687,970,0.2
