date,stocktwitsPosts,stocktwitsLikes,stocktwitsImpressions,stocktwitsSentiment
2021-11-24 14:00:00,161.0,151.0,547699.0,0.5279224942322481
2021-11-24 15:00:00,182.0,214.0,30183.0,0.5279224942322481
2021-11-25 09:00:00,2.0,0.0,14182.0,0.5279224942322481
2021-11-25 10:00:00,3.0,0.0,33515.0,0.5279224942322481
2021-11-25 11:00:00,3.0,0.0,1243.0,0.5279224942322481
2021-11-25 12:00:00,3.0,1.0,12757.0,0.5279224942322481
2021-11-25 13:00:00,12.0,10.0,4017.0,0.5279224942322481
2021-11-25 14:00:00,5.0,0.0,83.0,0.5279224942322481
2021-11-25 15:00:00,6.0,5.0,10953.0,0.5279224942322481
2021-11-26 09:00:00,71.0,87.0,23646.0,0.5279224942322481
2021-11-26 10:00:00,41.0,41.0,23167.0,0.5279224942322481
2021-11-26 11:00:00,60.0,47.0,29705.0,0.5279224942322481
2021-11-26 12:00:00,49.0,21.0,100133.0,0.5279224942322481
2021-11-26 13:00:00,73.0,84.0,60183.0,0.5279224942322481
2021-11-26 14:00:00,112.0,175.0,42351.0,0.5279224942322481
2021-11-26 15:00:00,85.0,92.0,66885.0,0.5279224942322481
2021-11-27 09:00:00,6.0,0.0,32492.0,0.5279224942322481
2021-11-27 10:00:00,0.0,0.0,0.0,0.5279224942322481
2021-11-27 11:00:00,0.0,0.0,0.0,0.5279224942322481
2021-11-27 12:00:00,0.0,0.0,0.0,0.5279224942322481
2021-11-27 13:00:00,2.0,2.0,13352.0,0.5279224942322481
2021-11-27 14:00:00,0.0,0.0,0.0,0.5279224942322481
2021-11-27 15:00:00,0.0,0.0,0.0,0.5279224942322481
2021-11-28 09:00:00,2.0,0.0,7.0,0.5279224942322481
2021-11-28 10:00:00,0.0,0.0,0.0,0.5279224942322481
2021-11-28 11:00:00,2.0,1.0,815.0,0.5279224942322481
2021-11-28 12:00:00,0.0,0.0,0.0,0.5279224942322481
2021-11-28 13:00:00,0.0,0.0,0.0,0.5279224942322481
2021-11-28 14:00:00,0.0,0.0,0.0,0.5279224942322481
2021-11-28 15:00:00,1.0,0.0,92.0,0.5279224942322481
2021-11-29 09:00:00,7.0,3.0,2807.0,0.5279224942322481
2021-11-29 10:00:00,8.0,8.0,52854.0,0.5279224942322481
2021-11-29 11:00:00,19.0,12.0,78987.0,0.5279224942322481
2021-11-29 12:00:00,18.0,22.0,4408.0,0.5279224942322481
2021-11-29 13:00:00,36.0,67.0,8083.0,0.5279224942322481
2021-11-29 14:00:00,147.0,221.0,295555.0,0.5279224942322481
2021-11-29 15:00:00,91.0,152.0,87748.0,0.5279224942322481
2021-11-30 09:00:00,51.0,87.0,61139.0,0.5279224942322481
2021-11-30 10:00:00,43.0,41.0,48293.0,0.5279224942322481
2021-11-30 11:00:00,27.0,19.0,19795.0,0.5279224942322481
2021-11-30 12:00:00,25.0,31.0,4607.0,0.5279224942322481
2021-11-30 13:00:00,62.0,84.0,142129.0,0.5279224942322481
2021-11-30 14:00:00,164.0,152.0,78116.0,0.5279224942322481
2021-11-30 15:00:00,226.0,206.0,105592.0,0.5279224942322481
2021-12-01 09:00:00,15.0,13.0,743.0,0.5279224942322481
2021-12-01 10:00:00,31.0,27.0,41306.0,0.5279224942322481
2021-12-01 11:00:00,43.0,57.0,23850.0,0.5279224942322481
2021-12-01 12:00:00,26.0,84.0,7007.0,0.5279224942322481
2021-12-01 13:00:00,55.0,98.0,91109.0,0.5279224942322481
2021-12-01 14:00:00,150.0,145.0,53765.0,0.5279224942322481
2021-12-01 15:00:00,172.0,195.0,33628.0,0.5279224942322481
2021-12-02 09:00:00,24.0,16.0,5440.0,0.5279224942322481
2021-12-02 10:00:00,17.0,8.0,2107.0,0.5279224942322481
2021-12-02 11:00:00,11.0,9.0,20627.0,0.5279224942322481
2021-12-02 12:00:00,66.0,105.0,261590.0,0.5279224942322481
2021-12-02 13:00:00,88.0,124.0,20381.0,0.5279224942322481
2021-12-02 14:00:00,174.0,240.0,75544.0,0.5279224942322481
2021-12-02 15:00:00,140.0,181.0,21624.0,0.5279224942322481
2021-12-03 09:00:00,60.0,138.0,22246.0,0.5279224942322481
2021-12-03 10:00:00,22.0,14.0,48688.0,0.5279224942322481
2021-12-03 11:00:00,49.0,73.0,11051.0,0.5279224942322481
2021-12-03 12:00:00,104.0,137.0,67554.0,0.5279224942322481
2021-12-03 13:00:00,209.0,270.0,22464.0,0.5279224942322481
2021-12-03 14:00:00,314.0,238.0,202214.0,0.5279224942322481
2021-12-03 15:00:00,315.0,204.0,119680.0,0.5279224942322481
2021-12-04 09:00:00,6.0,0.0,79.0,0.5279224942322481
2021-12-04 10:00:00,9.0,10.0,889.0,0.5279224942322481
2021-12-04 11:00:00,11.0,8.0,38943.0,0.5279224942322481
2021-12-04 12:00:00,5.0,5.0,130.0,0.5279224942322481
2021-12-04 13:00:00,19.0,19.0,9734.0,0.5279224942322481
2021-12-04 14:00:00,12.0,5.0,36355.0,0.5279224942322481
2021-12-04 15:00:00,17.0,7.0,7140.0,0.5279224942322481
2021-12-05 09:00:00,14.0,18.0,412.0,0.5279224942322481
