date,stocktwitsPosts,stocktwitsLikes,stocktwitsImpressions,stocktwitsSentiment
2021-11-24 14:00:00,73.0,54.0,2990.0,0.4785353370930531
2021-11-24 15:00:00,67.0,94.0,386999.0,0.4785353370930531
2021-11-25 09:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-25 10:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-25 11:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-25 12:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-25 13:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-25 14:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-25 15:00:00,6.5,1.0,450.0,0.4785353370930531
2021-11-26 09:00:00,13.0,2.0,900.0,0.4785353370930531
2021-11-26 10:00:00,11.0,8.0,740.0,0.4785353370930531
2021-11-26 11:00:00,9.0,2.0,954.0,0.4785353370930531
2021-11-26 12:00:00,17.0,8.0,1036.0,0.4785353370930531
2021-11-26 13:00:00,25.0,34.0,136867.0,0.4785353370930531
2021-11-26 14:00:00,30.0,28.0,9164.0,0.4785353370930531
2021-11-26 15:00:00,65.0,54.0,148264.0,0.4785353370930531
2021-11-27 09:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-27 10:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-27 11:00:00,1.0,0.0,4.0,0.4785353370930531
2021-11-27 12:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-27 13:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-27 14:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-27 15:00:00,1.0,0.0,22.0,0.4785353370930531
2021-11-28 09:00:00,1.3333333333333333,0.6666666666666666,4626.666666666667,0.4785353370930531
2021-11-28 10:00:00,1.6666666666666663,1.3333333333333333,9231.333333333334,0.4785353370930531
2021-11-28 11:00:00,2.0,2.0,13836.0,0.4785353370930531
2021-11-28 12:00:00,1.0,1.0,6918.0,0.4785353370930531
2021-11-28 13:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-28 14:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-28 15:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-29 09:00:00,6.0,4.0,698.0,0.4785353370930531
2021-11-29 10:00:00,9.0,1.0,31499.0,0.4785353370930531
2021-11-29 11:00:00,3.0,0.0,2759.0,0.4785353370930531
2021-11-29 12:00:00,18.0,3.0,26566.0,0.4785353370930531
2021-11-29 13:00:00,10.0,8.0,146573.0,0.4785353370930531
2021-11-29 14:00:00,86.0,79.0,158671.0,0.4785353370930531
2021-11-29 15:00:00,125.0,180.0,61210.0,0.4785353370930531
2021-11-30 09:00:00,2.0,0.0,0.0,0.4785353370930531
2021-11-30 10:00:00,0.0,0.0,0.0,0.4785353370930531
2021-11-30 11:00:00,8.0,1.0,2237.0,0.4785353370930531
2021-11-30 12:00:00,12.0,6.0,6780.0,0.4785353370930531
2021-11-30 13:00:00,17.0,15.0,44129.0,0.4785353370930531
2021-11-30 14:00:00,17.0,7.0,11027.0,0.4785353370930531
2021-11-30 15:00:00,61.0,76.0,45879.0,0.4785353370930531
2021-12-01 09:00:00,3.0,0.0,2188.0,0.4785353370930531
2021-12-01 10:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-01 11:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-01 12:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-01 13:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-01 14:00:00,50.0,54.0,56111.0,0.4785353370930531
2021-12-01 15:00:00,28.0,30.0,38527.0,0.4785353370930531
2021-12-02 09:00:00,1.0,0.0,4.0,0.4785353370930531
2021-12-02 10:00:00,2.0,0.0,12632.0,0.4785353370930531
2021-12-02 11:00:00,7.0,0.0,20683.0,0.4785353370930531
2021-12-02 12:00:00,7.0,1.0,199198.0,0.4785353370930531
2021-12-02 13:00:00,14.0,2.0,16042.0,0.4785353370930531
2021-12-02 14:00:00,31.0,28.0,157429.0,0.4785353370930531
2021-12-02 15:00:00,43.0,45.0,16629.0,0.4785353370930531
2021-12-03 09:00:00,21.5,22.5,8314.5,0.4785353370930531
2021-12-03 10:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-03 11:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-03 12:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-03 13:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-03 14:00:00,10.0,2.0,12823.0,0.4785353370930531
2021-12-03 15:00:00,38.0,19.0,61987.0,0.4785353370930531
2021-12-04 09:00:00,19.5,9.5,31215.5,0.4785353370930531
2021-12-04 10:00:00,1.0,0.0,444.0,0.4785353370930531
2021-12-04 11:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-04 12:00:00,1.0,0.0,2075.0,0.4785353370930531
2021-12-04 13:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-04 14:00:00,1.0,0.0,2078.0,0.4785353370930531
2021-12-04 15:00:00,0.0,0.0,0.0,0.4785353370930531
2021-12-05 09:00:00,1.0,0.0,2082.0,0.4785353370930531
2021-12-05 10:00:00,1.0,0.0,2082.0,0.4785353370930531
2021-12-05 11:00:00,1.0,0.0,2082.0,0.4785353370930531
2021-12-05 12:00:00,1.0,0.0,2082.0,0.4785353370930531
2021-12-05 13:00:00,1.0,0.0,131.0,0.4785353370930531
2021-12-05 14:00:00,1.0,0.0,2085.0,0.4785353370930531
2021-12-05 15:00:00,1.0,0.0,50.0,0.4785353370930531
2021-12-06 09:00:00,1.0,1.0,498.0,0.4785353370930531
2021-12-06 10:00:00,1.0,0.9714285714285714,544.6285714285714,0.4785353370930531
2021-12-06 11:00:00,1.0,0.9428571428571428,591.2571428571429,0.4785353370930531
2021-12-06 12:00:00,1.0,0.9142857142857144,637.8857142857142,0.4785353370930531
2021-12-06 13:00:00,1.0,0.8857142857142857,684.5142857142857,0.4785353370930531
2021-12-06 14:00:00,1.0,0.8571428571428572,731.1428571428571,0.4785353370930531
2021-12-06 15:00:00,1.0,0.8285714285714285,777.7714285714285,0.4785353370930531
2021-12-07 09:00:00,1.0,0.8,824.4,0.4785353370930531
2021-12-07 10:00:00,1.0,0.7714285714285715,871.0285714285715,0.4785353370930531
2021-12-07 11:00:00,1.0,0.7428571428571429,917.6571428571428,0.4785353370930531
2021-12-07 12:00:00,1.0,0.7142857142857143,964.2857142857142,0.4785353370930531
2021-12-07 13:00:00,1.0,0.6857142857142857,1010.9142857142856,0.4785353370930531
2021-12-07 14:00:00,1.0,0.6571428571428571,1057.542857142857,0.4785353370930531
2021-12-07 15:00:00,1.0,0.6285714285714286,1104.1714285714286,0.4785353370930531
2021-12-08 09:00:00,1.0,0.6000000000000001,1150.8,0.4785353370930531
2021-12-08 10:00:00,1.0,0.5714285714285714,1197.4285714285716,0.4785353370930531
2021-12-08 11:00:00,1.0,0.5428571428571429,1244.057142857143,0.4785353370930531
2021-12-08 12:00:00,1.0,0.5142857142857142,1290.6857142857143,0.4785353370930531
2021-12-08 13:00:00,1.0,0.4857142857142857,1337.3142857142857,0.4785353370930531
2021-12-08 14:00:00,1.0,0.4571428571428572,1383.942857142857,0.4785353370930531
2021-12-08 15:00:00,1.0,0.4285714285714286,1430.5714285714284,0.4785353370930531
2021-12-09 09:00:00,1.0,0.4,1477.1999999999998,0.4785353370930531
2021-12-09 10:00:00,1.0,0.3714285714285714,1523.8285714285714,0.4785353370930531
2021-12-09 11:00:00,1.0,0.3428571428571428,1570.4571428571428,0.4785353370930531
