time/fps,time/time_elapsed,time/total_timesteps,train/reward,time/iterations,train/loss,train/approx_kl,train/clip_fraction,train/learning_rate,train/value_loss,train/policy_gradient_loss,train/n_updates,train/explained_variance,train/clip_range,train/std,train/entropy_loss
369,160,59392,-193.2044,29,4240.9208984375,0.0109706735,0.0904296875,0.00025,9051.020919799805,-0.039016378732048905,280,0.3652852177619934,0.2,1.039286494255066,-43.70024900436401
369,166,61440,-272.78265,30,3255.459228515625,0.016338896,0.1703125,0.00025,5493.395108032227,-0.05155937196977902,290,0.41052305698394775,0.2,1.041663408279419,-43.75511462688446
369,171,63488,74.34362,31,11535.263671875,0.008267997,0.0533203125,0.00025,17586.26688232422,-0.03038771728752181,300,0.334902286529541,0.2,1.042609453201294,-43.80028669834137
369,177,65536,56.22289,32,9224.322265625,0.010747488,0.086474609375,0.00025,21122.993621826172,-0.031184201396536083,310,0.35022515058517456,0.2,1.0427550077438354,-43.816990327835086
369,183,67584,204.28496,33,8328.9541015625,0.012727568,0.11181640625,0.00025,16508.305413818358,-0.03684578768152278,320,0.35628366470336914,0.2,1.0434643030166626,-43.82936942577362
369,188,69632,-4.85845,34,3298.931396484375,0.01887557,0.1919921875,0.00025,9080.518249511719,-0.04802817170857452,330,0.25971460342407227,0.2,1.0441793203353882,-43.84896767139435
369,194,71680,393.67203,35,18974.958984375,0.014324987,0.1212890625,0.00025,24400.332788085936,-0.025619934813585134,340,0.3439309000968933,0.2,1.0447198152542114,-43.86512994766235
369,199,73728,431.5146,36,9720.9814453125,0.01049802,0.089208984375,0.00025,15877.376788330079,-0.040188238835253284,350,0.3894357681274414,0.2,1.0440775156021118,-43.8636155128479
369,205,75776,457.25015,37,8294.568359375,0.0138604,0.1294921875,0.00025,16499.861077880858,-0.04022476189420558,360,0.3656555414199829,0.2,1.0458165407180786,-43.8795369386673
369,210,77824,-42.780273,38,9524.123046875,0.011317223,0.104443359375,0.00025,19921.483337402344,-0.039367078547365965,370,0.377069890499115,0.2,1.046692132949829,-43.9151118516922
369,216,79872,9.187864,39,7206.42529296875,0.014561016,0.147021484375,0.00025,17398.831457519533,-0.03998808037722483,380,0.3810444474220276,0.2,1.0495914220809937,-43.9738429069519
369,221,81920,38.55917,40,9722.2900390625,0.012356563,0.116455078125,0.00025,20388.893493652344,-0.04308183152170386,390,0.41768717765808105,0.2,1.0497850179672241,-44.01786983013153
369,227,83968,834.58057,41,8355.2822265625,0.012699138,0.125,0.00025,17685.229089355467,-0.03770992069039494,400,0.4484788775444031,0.2,1.0513449907302856,-44.04129693508148
369,232,86016,-33.874634,42,10267.6455078125,0.0131165255,0.12529296875,0.00025,21781.86187133789,-0.04603174751973711,410,0.39942920207977295,0.2,1.051613688468933,-44.06690168380737
369,238,88064,134.26985,43,14568.08984375,0.013040303,0.120751953125,0.00025,23305.131640625,-0.04314566685643513,420,0.39352554082870483,0.2,1.0539401769638062,-44.10755186080932
369,244,90112,-57.074947,44,8642.7041015625,0.015955752,0.1501953125,0.00025,20469.95250854492,-0.040941454222775064,430,0.4214823246002197,0.2,1.057926893234253,-44.194584703445436
369,249,92160,-41.482,45,10450.8466796875,0.024788562,0.26123046875,0.00025,16675.049584960936,-0.04635790121392347,440,0.3925188183784485,0.2,1.0622838735580444,-44.31507349014282
369,254,94208,442.96268,46,8585.3525390625,0.020479158,0.210205078125,0.00025,16089.456182861328,-0.04895333957974799,450,0.32302504777908325,0.2,1.0637364387512207,-44.390828371047974
369,260,96256,-101.25084,47,6128.22607421875,0.021513041,0.22060546875,0.00025,11540.920877075196,-0.04952132145408541,460,0.49256283044815063,0.2,1.0640976428985596,-44.41369252204895
368,266,98304,-43.09784,48,5334.66162109375,0.019322848,0.231201171875,0.00025,8103.520770263672,-0.06021954024909064,470,0.4819863438606262,0.2,1.06748628616333,-44.48011431694031
369,271,100352,-252.06903,49,6065.052734375,0.026623728,0.293310546875,0.00025,10614.917095947265,-0.05126221188111231,480,0.42471784353256226,0.2,1.0691149234771729,-44.538112258911134
369,277,102400,18.895405,50,7001.16845703125,0.018640732,0.19931640625,0.00025,15260.030975341797,-0.05444131761905737,490,0.41847723722457886,0.2,1.072468638420105,-44.61175355911255
369,282,104448,20.158745,51,7831.677734375,0.015505513,0.168359375,0.00025,13286.635675048828,-0.05382446464209352,500,0.473511278629303,0.2,1.076114535331726,-44.71508369445801
369,288,106496,232.58232,52,8680.67578125,0.015350228,0.16513671875,0.00025,13384.620053100585,-0.05136073848552769,510,0.4944359064102173,0.2,1.079257845878601,-44.811340713500975
369,293,108544,-292.97247,53,5203.46875,0.017516434,0.1888671875,0.00025,11674.71305847168,-0.0522020362332114,520,0.4974469542503357,0.2,1.0814507007598877,-44.878168272972104
369,299,110592,-263.6437,54,7328.1103515625,0.01574883,0.153857421875,0.00025,15304.279049682616,-0.04976853296684567,530,0.45996999740600586,0.2,1.083937406539917,-44.944042921066284
369,305,112640,184.92006,55,14478.4599609375,0.014550276,0.15234375,0.00025,27321.41450805664,-0.03634658459050115,540,0.43620890378952026,0.2,1.0867406129837036,-45.014701795578006
369,310,114688,113.84191,56,7801.33642578125,0.012959631,0.120751953125,0.00025,22882.394317626953,-0.044661516015185046,550,0.46588969230651855,0.2,1.0871661901474,-45.05573110580444
369,315,116736,-27.727255,57,14921.6865234375,0.011976904,0.109033203125,0.00025,35997.1429321289,-0.04405382577242563,560,0.43314433097839355,0.2,1.0894759893417358,-45.09417915344238
369,321,118784,-315.04788,58,14722.9765625,0.010773632,0.085400390625,0.00025,38604.212084960935,-0.03940958486346062,570,0.4586985111236572,0.2,1.0907069444656372,-45.14183723926544
369,326,120832,-869.93964,59,17117.75390625,0.011904156,0.1056640625,0.00025,29248.169299316407,-0.0435352130283718,580,0.4676476716995239,0.2,1.0911118984222412,-45.160008335113524
369,332,122880,-12.918878,60,16077.91796875,0.024304235,0.229150390625,0.00025,22512.067431640626,-0.04183482946682489,590,0.4157124161720276,0.2,1.0945205688476562,-45.217158913612366
370,337,124928,-127.654076,61,14137.2958984375,0.01441294,0.139990234375,0.00025,25845.282470703125,-0.04702590182132553,600,0.4245210289955139,0.2,1.0971428155899048,-45.30154440402985
370,343,126976,64.1705,62,17763.96484375,0.01628976,0.14560546875,0.00025,31024.370361328125,-0.03874616250977851,610,0.45044946670532227,0.2,1.0988659858703613,-45.358625531196594
370,348,129024,1389.1299,63,20976.615234375,0.011576844,0.102587890625,0.00025,43336.847973632815,-0.04228645896364469,620,0.4453718662261963,0.2,1.0989491939544678,-45.38283343315125
370,353,131072,-147.25136,64,33084.83984375,0.012315696,0.102783203125,0.00025,67278.369140625,-0.03395618761278456,630,0.4179791808128357,0.2,1.0990551710128784,-45.38592782020569
370,359,133120,180.27301,65,10792.8857421875,0.022105038,0.212255859375,0.00025,17883.08204345703,-0.04437748718628427,640,0.5004844069480896,0.2,1.100256323814392,-45.40519444942474
370,365,135168,-2.4756896,66,20769.42578125,0.014675282,0.14326171875,0.00025,32987.02066650391,-0.04702967681805603,650,0.4869202971458435,0.2,1.1019903421401978,-45.44017179012299
370,370,137216,-244.9506,67,20895.8671875,0.018603107,0.177880859375,0.00025,47449.06994628906,-0.036652068549301475,660,0.4305776357650757,0.2,1.1027013063430786,-45.47463200092316
370,375,139264,-68.10408,68,13880.1455078125,0.02021421,0.2052734375,0.00025,29107.82744140625,-0.04315828200778924,670,0.3739962577819824,0.2,1.1037369966506958,-45.4960125207901
370,381,141312,236.44592,69,14677.4794921875,0.01566032,0.143408203125,0.00025,43212.1408203125,-0.04263433984306175,680,0.42962247133255005,0.2,1.10444176197052,-45.52064580917359
369,387,143360,-443.7736,70,11553.35546875,0.017024886,0.1775390625,0.00025,24106.807550048827,-0.05454856601427309,690,0.5200748443603516,0.2,1.1060689687728882,-45.559024047851565
369,393,145408,-358.57523,71,17044.13671875,0.023517638,0.258837890625,0.00025,37289.54083251953,-0.029875047627137975,700,0.48257631063461304,0.2,1.1086714267730713,-45.6104672908783
370,398,147456,-388.0126,72,28758.59375,0.011270181,0.105615234375,0.00025,54128.91796875,-0.04392001892265398,710,0.4390774369239807,0.2,1.1109405755996704,-45.68173046112061
370,403,149504,23.710691,73,23709.4296875,0.019381884,0.217919921875,0.00025,47436.65389404297,-0.03775174865731969,720,0.4468153119087219,0.2,1.112051248550415,-45.72395884990692
370,409,151552,-4.5635796,74,24562.431640625,0.022975195,0.189990234375,0.00025,51061.97447509765,-0.03667992145346943,730,0.47922998666763306,0.2,1.1132217645645142,-45.75169603824615
370,414,153600,1180.8494,75,24369.9140625,0.01333658,0.114501953125,0.00025,52638.32019042969,-0.03873484480427578,740,0.49391114711761475,0.2,1.1135756969451904,-45.77175674438477
370,420,155648,-431.4446,76,22065.78125,0.013870445,0.13525390625,0.00025,39877.78057861328,-0.048672978667309505,750,0.5180452764034271,0.2,1.1148545742034912,-45.79187204837799
370,425,157696,-14.692316,77,21948.109375,0.014968072,0.1669921875,0.00025,33690.7353515625,-0.052209486847277733,760,0.5030654966831207,0.2,1.117167353630066,-45.851015138626096
370,430,159744,635.8513,78,14167.783203125,0.018459566,0.186474609375,0.00025,33050.55515136719,-0.041968269701465034,770,0.4804072380065918,0.2,1.1172890663146973,-45.88142054080963
370,436,161792,-196.55312,79,15304.9423828125,0.013063753,0.130224609375,0.00025,48125.68591308594,-0.04640590933267959,780,0.49697214365005493,0.2,1.1202291250228882,-45.92211010456085
370,441,163840,-16.163172,80,35031.27734375,0.018729068,0.171923828125,0.00025,70702.57055664062,-0.029042597018997186,790,0.4666210412979126,0.2,1.1221195459365845,-45.98154518604279
370,447,165888,558.31305,81,53369.01171875,0.0104432255,0.07041015625,0.00025,109527.72319335937,-0.03583413724554703,800,0.4374765157699585,0.2,1.1226048469543457,-46.01360192298889
370,452,167936,282.9793,82,20451.42578125,0.015365783,0.1513671875,0.00025,37076.79262695312,-0.05124004400568083,810,0.5594122409820557,0.2,1.1274280548095703,-46.090924453735354
371,458,169984,-1.6227947,83,28116.6875,0.013538525,0.135009765625,0.00025,44055.82982177734,-0.04622537503018975,820,0.5324610769748688,0.2,1.129995584487915,-46.18799397945404
371,463,172032,608.5016,84,21675.3046875,0.014039511,0.13251953125,0.00025,54840.01997070313,-0.047758223257551434,830,0.5193681418895721,0.2,1.130279779434204,-46.215330028533934
371,469,174080,15.976321,85,47014.46484375,0.016161932,0.15029296875,0.00025,96504.4140625,-0.036689833729178646,840,0.4448663592338562,0.2,1.133105754852295,-46.25798165798187
371,474,176128,-1.9239283,86,53150.47265625,0.016732482,0.146630859375,0.00025,111068.11704101562,-0.0349835781933507,850,0.44527673721313477,0.2,1.135132908821106,-46.31791293621063
371,480,178176,-603.0509,87,34160.16796875,0.033502102,0.29228515625,0.00025,80213.1689453125,-0.02231712932989467,860,0.4740681052207947,0.2,1.1391026973724365,-46.40020909309387
370,486,180224,-560.5591,88,18445.865234375,0.013310821,0.144482421875,0.00025,49675.142260742185,-0.048134522746840956,870,0.520742654800415,0.2,1.1403026580810547,-46.470238423347475
370,491,182272,-132.92168,89,36905.875,0.022065714,0.18193359375,0.00025,73023.88037109375,-0.03519606999470852,880,0.488586962223053,0.2,1.1416999101638794,-46.50073795318603
370,497,184320,53.21302,90,27931.755859375,0.012778291,0.12568359375,0.00025,70953.50173339844,-0.04437827799702063,890,0.4719794988632202,0.2,1.1463779211044312,-46.593594908714294
370,502,186368,-70.269775,91,26312.55078125,0.024196975,0.229296875,0.00025,57328.18940429688,-0.032451674251933585,900,0.5406740307807922,0.2,1.1497949361801147,-46.687059378623964
370,508,188416,1684.8217,92,35933.453125,0.020936344,0.20419921875,0.00025,62711.40285644531,-0.030649052941589615,910,0.5440701544284821,0.2,1.151969075202942,-46.76054744720459
370,513,190464,-259.59427,93,30427.125,0.012502132,0.107373046875,0.00025,78282.39377441406,-0.042811861688096545,920,0.4981134533882141,0.2,1.1535561084747314,-46.806618475914
371,518,192512,0.6121283,94,42729.76953125,0.013234125,0.126171875,0.00025,64551.314770507815,-0.04397296232491499,930,0.4787490963935852,0.2,1.1551605463027954,-46.85232541561127
371,524,194560,440.0316,95,26724.345703125,0.028412376,0.2494140625,0.00025,77925.75280761719,-0.03390116160735488,940,0.46236568689346313,0.2,1.157084345817566,-46.89749321937561
371,529,196608,14.996105,96,43410.0234375,0.012210742,0.12177734375,0.00025,63607.580786132814,-0.04522499793383759,950,0.5107715427875519,0.2,1.158409833908081,-46.93792765140533
371,535,198656,-20.12977,97,30399.3515625,0.024011176,0.2265625,0.00025,56668.848364257814,-0.04257384866505163,960,0.48788392543792725,0.2,1.1609667539596558,-46.98869650363922
371,540,200704,-151.98338,98,31252.6640625,0.013485663,0.135986328125,0.00025,53541.727221679685,-0.046046016956097446,970,0.5135623514652252,0.2,1.1654082536697388,-47.083541774749754
