train/learning_rate,time/time_elapsed,time/total_timesteps,train/value_loss,time/iterations,train/n_updates,train/policy_loss,train/explained_variance,train/std,train/reward,train/entropy_loss,time/fps
0.0007,107,35500,63504.8203125,7100,7099,9960.3349609375,-0.056752920150756836,1.0165073871612549,-7.9415107,-43.01054000854492,331
0.0007,108,36000,9848.205078125,7200,7199,-2950.05908203125,0.19749563932418823,1.0164737701416016,325.92062,-43.0109748840332,331
0.0007,110,36500,9151.0537109375,7300,7299,107.60917663574219,0.14495712518692017,1.017501950263977,360.19,-43.03904342651367,331
0.0007,111,37000,63948.55078125,7400,7399,-4223.3447265625,0.07705461978912354,1.016871690750122,521.5226,-43.01063537597656,331
0.0007,112,37500,5420.5009765625,7500,7499,-1454.71142578125,0.029550671577453613,1.0185658931732178,96.524086,-43.06870651245117,331
0.0007,114,38000,29375.90234375,7600,7599,4874.3486328125,-0.050340890884399414,1.020513892173767,-118.31146,-43.11360549926758,331
0.0007,115,38500,10942.623046875,7700,7699,-45.882225036621094,0.08992314338684082,1.0222545862197876,-171.30612,-43.164554595947266,331
0.0007,117,39000,12693.783203125,7800,7799,4530.5888671875,-0.28072118759155273,1.0224919319152832,176.9108,-43.17396545410156,332
0.0007,118,39500,73737.875,7900,7899,11308.87890625,-0.1405736207962036,1.018550157546997,112.37822,-43.05827713012695,332
0.0007,120,40000,2017.4710693359375,8000,7999,-351.11578369140625,0.21641504764556885,1.0194169282913208,-49.00735,-43.08732986450195,332
0.0007,121,40500,6095.6220703125,8100,8099,-1992.806884765625,0.10943543910980225,1.0183274745941162,147.96039,-43.05760955810547,332
0.0007,123,41000,18524.02734375,8200,8199,-4623.58642578125,0.14967167377471924,1.0169552564620972,212.24078,-43.00658416748047,332
0.0007,124,41500,24820.380859375,8300,8299,-5645.87255859375,0.12759745121002197,1.0184301137924194,-91.62482,-43.05168533325195,332
0.0007,126,42000,9564.37890625,8400,8399,-1693.0814208984375,0.13602608442306519,1.0182610750198364,-321.32758,-43.05958557128906,332
0.0007,127,42500,3594.270751953125,8500,8499,-1490.87841796875,0.15675759315490723,1.017257809638977,-69.263596,-43.027687072753906,332
0.0007,129,43000,13729.8466796875,8600,8599,-3497.871826171875,0.12782162427902222,1.0170116424560547,-103.54982,-43.01692199707031,331
0.0007,131,43500,4686.6494140625,8700,8699,-911.1707153320312,0.19096481800079346,1.0178918838500977,235.08005,-43.03879165649414,331
0.0007,132,44000,6909.23046875,8800,8799,424.845703125,0.12782233953475952,1.0162769556045532,153.38559,-42.988372802734375,331
0.0007,134,44500,16558.72265625,8900,8899,3765.38427734375,0.13718140125274658,1.0192779302597046,-361.5403,-43.076324462890625,331
0.0007,135,45000,8447.8291015625,9000,8999,-1862.9886474609375,-0.08677101135253906,1.0198017358779907,-27.498343,-43.092369079589844,331
0.0007,137,45500,2553.436279296875,9100,9099,-513.4318237304688,0.1432998776435852,1.0211387872695923,215.40701,-43.117332458496094,331
0.0007,138,46000,10225.9873046875,9200,9199,-3815.390625,0.18366491794586182,1.0198625326156616,-73.0276,-43.088623046875,331
0.0007,140,46500,18807.63671875,9300,9299,-6231.0615234375,0.049013495445251465,1.0217658281326294,162.90997,-43.151580810546875,332
0.0007,141,47000,27503.22265625,9400,9399,5102.7578125,0.060689568519592285,1.023835301399231,-39.12804,-43.200965881347656,332
0.0007,143,47500,1014.0321044921875,9500,9499,-280.42254638671875,0.1331726312637329,1.027715802192688,-187.21106,-43.31168746948242,332
0.0007,144,48000,7696.47265625,9600,9599,-3028.83251953125,0.09045487642288208,1.0284212827682495,-25.758986,-43.32811737060547,332
0.0007,145,48500,8005.4296875,9700,9699,-3182.25830078125,0.271443247795105,1.0287140607833862,-15.875576,-43.34687805175781,332
0.0007,147,49000,3760.899169921875,9800,9799,608.3897705078125,0.1909615397453308,1.0285707712173462,137.28317,-43.339202880859375,332
0.0007,148,49500,8265.8349609375,9900,9899,868.5255737304688,0.10268944501876831,1.029520869255066,16.785406,-43.3697509765625,332
0.0007,150,50000,4743.53271484375,10000,9999,-1069.4248046875,0.1047782301902771,1.0305825471878052,44.477478,-43.401641845703125,332
