date,open,high,low,close,volume,tic,day,macd,boll_ub,boll_lb,rsi_30,cci_30,dx_30,close_30_sma,close_60_sma,turbulence,vix,stocktwitsPosts,stocktwitsLikes,stocktwitsImpressions,stocktwitsSentiment,random
2021-11-24,84.75,87.155,84.61,86.21,21666066,MU,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,86.21,86.21,0.0,16.79,0.0,0.0,0.0,0.0,0.6387153092182536
2021-11-24,336.28,338.16,333.911,337.91,21661307,MSFT,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,337.91,337.91,0.0,16.79,14.0,7.5,24338.5,0.5192799538579851,0.1413071554917107
2021-11-24,44.11,44.475,44.03,44.08,5273993,MO,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,44.08,44.08,0.0,16.79,0.0,0.0,0.0,0.3138711484234812,0.63509350928631
2021-11-24,336.0,341.78,332.81,341.06,13566181,META,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,341.06,341.06,0.0,16.79,49.0,49.0,81349.5,0.520818412065406,0.5167706971792119
2021-11-24,314.61,328.55,309.28,326.74,43516226,NVDA,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,326.74,326.74,0.0,16.79,90.0,107.0,116831.0,0.5227960651115098,0.8909077229174971
2021-11-24,55.71,55.835,55.03,55.43,12598975,KO,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,55.43,55.43,0.0,16.79,0.0,0.0,0.0,0.3533769802614714,0.7645747692084917
2021-11-24,326.95,340.357,325.02,340.0,6414372,MA,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,340.0,340.0,0.0,16.79,6.0,1.5,12652.5,0.3090931171494488,0.4754773414106984
2021-11-24,124.065,125.2818,124.0,125.07,3729581,ABT,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,125.07,125.07,0.0,16.79,0.0,0.0,0.0,0.2763252777337095,0.6688037631846943
2021-11-24,149.46,157.93,147.19,157.8,60677062,AMD,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,157.8,157.8,0.0,16.79,128.5,299.5,145490.5,0.5261975425881475,0.9457434685250911
2021-11-24,3562.67,3613.64,3536.85,3580.41,2328018,AMZN,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,3580.41,3580.41,0.0,16.79,44.5,68.5,18511.5,0.537884209177134,0.8698066882398198
2021-11-24,207.52,211.22,206.87,210.6,5437620,BA,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,210.6,210.6,0.0,16.79,56.0,45.5,26190.5,0.4758613755630425,0.7369543423651514
2021-11-24,133.1,136.76,131.22,136.52,20010443,BABA,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,136.52,136.52,0.0,16.79,171.5,182.5,288941.0,0.5279224942322481,0.8964120106334472
2021-11-24,118.68,119.24,118.08,118.66,5792843,ABBV,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,118.66,118.66,0.0,16.79,2.0,0.0,4776.5,0.3611835668241282,0.8952821920355775
2021-11-24,286.04,289.4499,283.2,289.17,5091437,CRM,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,289.17,289.17,0.0,16.79,2.5,0.5,1356.0,0.3720545384789809,0.5442859224703863
2021-11-24,150.69,151.41,148.8,151.34,14123739,DIS,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,151.34,151.34,0.0,16.79,70.0,74.0,194994.5,0.4785353370930531,0.2420778316930169
2021-11-24,2909.47,2924.985,2887.46,2922.4,902007,GOOGL,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,2922.4,2922.4,0.0,16.79,4.0,1.5,42866.0,0.4850562804409126,0.018320456294717125
2021-11-24,405.0,407.48,398.3,399.19,2186259,GS,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,399.19,399.19,0.0,16.79,0.5,0.0,0.5,0.3761747318017835,0.19884311898505969
2021-11-24,168.46,169.44,166.44,166.96,9629790,JPM,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,166.96,166.96,0.0,16.79,9.0,3.5,76075.0,0.4271150474237375,0.5743367759505861
2021-11-24,68.0,68.06,67.23,67.28,14975544,C,2,0.0,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,67.28,67.28,0.0,16.79,0.5,0.0,3.0,0.4051699823293426,0.6262679917617134
2021-11-26,334.35,337.93,328.12,329.68,24217242,MSFT,4,-0.1846474358973751,345.43397761833063,322.1560223816694,0.0,-66.66666666666667,100.0,333.795,333.795,0.0,20.99,6.571428571428571,5.0,16160.714285714286,0.5192799538579851,0.7267031300763048
2021-11-26,83.13,84.05,81.98,83.42,16487233,MU,4,-0.06259615384615813,88.76065583902093,80.86934416097907,0.0,-66.66666666666633,100.0,84.815,84.815,0.0,20.99,0.0,0.0,0.0,0.0,0.45473345778985574
2021-11-26,675.0,676.405,660.67,665.64,2872513,NFLX,4,0.1649038461538339,672.3594696834423,651.5705303165576,100.0,66.66666666666738,100.0,661.9649999999999,661.9649999999999,0.0,20.99,7.142857142857143,2.857142857142857,57892.57142857143,0.4968939962280733,0.8010357469517909
2021-11-26,168.06,169.68,167.54,168.02,4751087,NKE,4,-0.08996794871796965,175.6959963851161,164.3540036148839,0.0,-66.66666666666585,100.0,170.025,170.025,0.0,20.99,0.8571428571428571,0.0,1143.0,0.3662834395213591,0.9630793849635347
2021-11-26,326.0,327.1,313.5,315.03,28306886,NVDA,4,-0.2627243589743671,337.44544081538896,304.324559184611,0.0,-66.66666666666539,100.0,320.885,320.885,0.0,20.99,25.857142857142858,31.428571428571427,50072.71428571428,0.5227960651115098,0.16289803756290056
2021-11-26,54.035,54.94,53.25,54.0,66561304,PFE,4,0.06977564102564315,56.84320417898032,48.04679582101968,100.0,66.66666666666683,100.0,52.445,52.445,0.0,20.99,48.57142857142857,57.57142857142857,212104.2857142857,0.4765615092589202,0.3267408012434839
2021-11-26,24.06,24.32,24.01,24.22,29344081,T,4,-0.00560897435897445,24.698553390593272,23.991446609406726,0.0,-66.66666666666734,100.0,24.345,24.345,0.0,20.99,1.0,0.0,2069.714285714286,0.4095785700959867,0.8748299660391134
2021-11-26,88.91,89.0,88.03,88.68,2668776,PM,4,-0.03028846153846132,91.26418830920367,87.44581169079633,0.0,-66.6666666666661,100.0,89.355,89.355,0.0,20.99,0.11038961038961036,0.0,26.181818181818162,0.2581449093861007,0.6530712355565929
2021-11-26,1099.47,1108.7827,1081.0,1081.92,11680890,TSLA,4,-0.7646153846151265,1147.156398205675,1050.763601794325,0.0,-66.66666666666782,100.0,1098.96,1098.96,0.0,20.99,97.85714285714286,129.57142857142858,79820.71428571429,0.5339636631632916,0.8008330266870335
2021-11-26,117.5,119.04,116.52,117.09,6766865,TSM,4,-0.08121794871794918,124.01945309579061,113.7805469042094,0.0,-66.66666666666667,100.0,118.9,118.9,0.0,20.99,1.5714285714285714,0.0,1752.357142857143,0.3632859138682389,0.15236653087762653
2021-11-26,193.32,199.19,192.55,197.65,10987553,V,4,-0.1256410256410163,208.3695959492893,192.53040405071067,0.0,-66.66666666666703,100.0,200.45,200.45,0.0,20.99,3.7142857142857144,1.5714285714285714,3029.4285714285716,0.349342540374263,0.9984198446086485
2021-11-26,43.63,43.84,43.271,43.74,4999125,MO,4,-0.0076282051281992835,44.39083261120684,43.429167388793154,0.0,-66.66666666666667,100.0,43.91,43.91,0.0,20.99,0.625,0.0,1.875,0.3138711484234812,0.2736791255567529
2021-11-26,148.58,149.715,147.31,147.47,6299783,PG,4,-0.02669871794873302,149.74791413922398,146.38208586077602,0.0,-66.66666666666667,100.0,148.065,148.065,0.0,20.99,0.0,0.0,0.0,0.3076901691873878,0.007896802261208702
2021-11-26,335.795,337.75,331.902,333.12,14750737,META,4,-0.1781410256410254,348.31885568524245,325.8611443147576,0.0,-66.66666666666578,100.0,337.09000000000003,337.09000000000003,0.0,20.99,12.142857142857142,7.0,46156.857142857145,0.520818412065406,0.8726789075966883
2021-11-26,162.71,163.66,160.89,161.14,3402882,PEP,4,-0.05833333333328028,166.11695526217008,158.76304473782992,0.0,-66.6666666666676,100.0,162.44,162.44,0.0,20.99,0.0,0.0,0.0,0.3014767068139985,0.019529198955026028
2021-11-26,54.59,54.75,53.58,53.73,14754338,KO,4,-0.038141025641017734,56.98416305603426,52.175836943965734,0.0,-66.66666666666701,100.0,54.58,54.58,0.0,20.99,0.14285714285714285,0.0,6.714285714285714,0.3533769802614714,0.6898070749928078
2021-11-26,117.61,118.11,115.83,116.51,5016660,ABBV,4,-0.04823717948718809,120.62555915910217,114.54444084089785,0.0,-66.66666666666615,100.0,117.58500000000001,117.58500000000001,0.0,20.99,1.9387755102040816,0.0,1228.4081632653063,0.3611835668241282,0.7268333355466402
2021-11-26,127.81,129.75,125.44,125.88,4671350,ABT,4,0.018173076923076792,126.62051298552221,124.32948701447778,100.0,66.66666666666667,100.0,125.475,125.475,0.0,20.99,0.0,0.0,0.0,0.2763252777337095,0.7406999265670777
2021-11-26,155.8,158.1,152.81,154.81,36245068,AMD,4,-0.06708333333332916,160.53349855149557,152.07650144850444,0.0,66.66666666666869,100.0,156.305,156.305,0.0,20.99,32.714285714285715,42.42857142857143,68868.0,0.5261975425881475,0.681662150980776
2021-11-26,3602.095,3633.5,3504.15,3504.56,2991297,AMZN,4,-1.7017628205130677,3649.7530987059986,3435.2169012940008,0.0,-66.66666666666667,100.0,3542.4849999999997,3542.4849999999997,0.0,20.99,56.714285714285715,54.857142857142854,48143.42857142857,0.537884209177134,0.3223359684624165
2021-11-26,197.57,199.42,194.0,199.21,17636637,BA,4,-0.2555448717949105,221.01289247542954,188.79710752457046,0.0,-66.66666666666667,100.0,204.905,204.905,0.0,20.99,60.714285714285715,66.42857142857143,69999.14285714286,0.4758613755630425,0.5836141008201742
2021-11-26,132.93,133.9804,131.22,133.35,14814898,BABA,4,-0.07112179487180015,139.41805699272274,130.45194300727726,0.0,-66.66666666666667,100.0,134.935,134.935,0.0,20.99,70.14285714285714,78.14285714285714,49438.57142857143,0.5279224942322481,0.735054528058137
2021-11-26,159.565,160.45,156.36,156.81,76959752,AAPL,4,-0.11509615384619565,166.62991557497398,152.12008442502602,0.0,-66.66666666666724,100.0,159.375,159.375,0.0,20.99,57.285714285714285,55.142857142857146,115536.85714285714,0.532855716,0.9092793102881965
2021-11-26,65.01,65.74,63.8094,65.5,24541970,C,4,-0.039935897435896095,68.90730014102411,63.87269985897589,0.0,-66.66666666666667,100.0,66.39,66.39,0.0,20.99,0.9285714285714286,0.14285714285714285,1039.357142857143,0.4051699823293426,0.09957993207268978
2021-11-26,162.14,162.65,158.82,161.93,13619276,JPM,4,-0.11285256410258171,171.55849421873666,157.33150578126333,0.0,-66.66666666666667,100.0,164.445,164.445,0.0,20.99,0.5714285714285714,0.0,157.14285714285714,0.4271150474237375,0.026100352080237976
2021-11-26,384.48,391.71,382.715,389.39,2687915,GS,4,-0.21987179487177855,408.1492929112563,380.43070708874365,0.0,-66.66666666666694,100.0,394.28999999999996,394.28999999999996,0.0,20.99,0.5102040816326531,0.0,423.46938775510205,0.3761747318017835,0.7153164314097575
2021-11-26,321.585,326.87,319.0,324.17,6613928,MA,4,-0.35516025641027227,354.4720006923661,309.69799930763395,0.0,-66.66666666666667,100.0,332.08500000000004,332.08500000000004,0.0,20.99,0.5714285714285714,0.14285714285714285,14.0,0.3090931171494488,0.9458870956029297
2021-11-26,146.8,148.85,145.85,148.11,12027675,DIS,4,-0.07246794871792872,154.29290980646513,145.1570901935349,0.0,-66.66666666666602,100.0,149.72500000000002,149.72500000000002,0.0,20.99,24.285714285714285,19.428571428571427,42560.71428571428,0.4785353370930531,0.852320043043958
2021-11-26,284.5,287.57,283.04,284.21,4195279,CRM,4,-0.11128205128210311,293.7044992693706,279.6755007306294,0.0,-66.66666666666667,100.0,286.69,286.69,0.0,20.99,0.8571428571428571,0.42857142857142855,2199.9285714285716,0.3720545384789809,0.824468098486156
2021-11-26,2886.97,2891.15,2836.85,2843.66,1523462,GOOGL,4,-1.7666025641024135,2994.3851759012573,2771.674824098742,0.0,-66.66666666666667,100.0,2883.0299999999997,2883.0299999999997,0.0,20.99,2.4285714285714284,1.4285714285714286,4115.571428571428,0.4850562804409126,0.6210149942949067
2021-11-29,43.93,43.99,43.255,43.48,7673138,MO,0,-0.0177824318740889,44.368441818474494,43.16489151485885,0.0,-55.2587646076805,65.11758748734134,43.76666666666667,43.76666666666667,0.0,18.15,0.0,0.0,0.0,0.3138711484234812,0.8511277883910833
2021-11-29,334.94,339.03,334.74,336.63,28563481,MSFT,0,-0.019758399284285133,343.59715529953047,325.88284470046955,46.626562604825814,52.17316137063129,66.24414098268241,334.74,334.74,0.0,18.15,4.428571428571429,2.142857142857143,13942.0,0.5192799538579851,0.050032348358608036
2021-11-29,84.38,86.27,84.155,86.14,18889820,MU,0,0.004587112731442744,88.43863670633286,82.07469662700046,50.212294628022946,36.4769820971866,5.134743952029713,85.25666666666666,85.25666666666666,0.0,18.15,0.0,0.0,0.0,0.0,0.4731285392369089
2021-11-29,663.2,667.99,658.29,663.84,2529364,NFLX,0,0.15430233894892353,670.2522451017963,654.9277548982037,79.78663672094375,13.082559843674256,70.93931247722855,662.59,662.59,0.0,18.15,1.0714285714285714,0.42857142857142855,1419.0,0.4968939962280733,0.9537118807453102
2021-11-29,169.83,171.148,169.23,169.87,5448873,NKE,0,-0.05726863481825717,173.98732552731343,165.95934113935323,32.30688631468652,26.25846681345433,84.54700660602538,169.97333333333333,169.97333333333333,0.0,18.15,1.0,0.0,1976.4285714285713,0.3662834395213591,0.8814605303650173
2021-11-29,323.66,334.12,320.36,333.76,45496398,NVDA,0,0.24605319859722385,344.10138418987776,306.2519491434556,62.33014231993695,99.99999999999956,100.0,325.1766666666667,325.1766666666667,0.0,18.15,15.571428571428571,34.285714285714285,10752.57142857143,0.5227960651115098,0.7881346858658798
2021-11-29,55.15,55.7,52.11,52.4,72660758,PFE,0,0.03929211195176663,55.54043405331153,49.31956594668847,65.2652145596642,32.054380664652335,49.525101763907706,52.43,52.43,0.0,18.15,29.571428571428573,28.142857142857142,108772.28571428571,0.4765615092589202,0.16746129670661336
2021-11-29,147.79,149.66,146.79,149.02,7113503,PG,0,0.014045941242244453,150.00571840887284,146.7609482577938,57.400320948031336,72.0588235294133,20.069418619064848,148.38333333333333,148.38333333333333,0.0,18.15,0.0,0.0,0.0,0.3076901691873878,0.09698607115837321
2021-11-29,201.0,201.25,195.36,196.29,14633524,V,0,-0.20226512337845293,206.44128246119627,191.68538420547046,0.0,-30.777656078861973,39.603726296874,199.06333333333336,199.06333333333336,0.0,18.15,2.0952380952380953,0.5714285714285714,2233.190476190476,0.349342540374263,0.6401960408104713
2021-11-29,24.25,24.26,23.85,23.89,52454338,T,0,-0.017380226894783135,24.77516950729756,23.611497159369105,0.0,-80.705672175078,100.0,24.19333333333333,24.19333333333333,0.0,18.15,5.142857142857143,4.214285714285714,4054.714285714286,0.4095785700959867,0.8723108241393055
2021-11-29,1100.99,1142.67,1100.19,1136.99,19464467,TSLA,0,0.7334456387009141,1167.2228244159958,1056.0505089173373,62.569591201399795,100.0,100.0,1111.6366666666665,1111.6366666666665,0.0,18.15,70.14285714285714,108.0,121421.42857142857,0.5339636631632916,0.25035170095973636
2021-11-29,118.36,119.88,117.9,119.28,7633952,TSM,0,-0.035576018402906584,122.67316270167524,115.38017063165807,38.49308647761897,12.739667660843345,35.23596343965735,119.02666666666666,119.02666666666666,0.0,18.15,1.1428571428571428,0.0,7574.714285714285,0.3632859138682389,0.7082527540857386
2021-11-29,336.89,340.67,335.305,338.03,16650949,META,0,-0.07472821911380834,345.4171796840774,329.38948698258935,39.013666701980995,39.766081871347026,54.93102385924035,337.40333333333336,337.40333333333336,0.0,18.15,11.142857142857142,10.571428571428571,45766.71428571428,0.520818412065406,0.4268711939218002
2021-11-29,162.67,164.58,161.14,164.14,5305787,PEP,0,0.018701575424302064,166.2644777927655,159.74885554056783,54.4135429262392,21.45631067961006,26.428479298336043,163.00666666666666,163.00666666666666,0.0,18.15,0.0,0.0,0.0,0.3014767068139985,0.8766025779291816
2021-11-29,88.11,88.71,86.72,87.35,7245604,PM,0,-0.07983673227805355,91.36669154217311,86.00664179116022,0.0,-83.78170637970803,100.0,88.68666666666667,88.68666666666667,0.0,18.15,0.8333333333333333,0.0,2.5,0.2581449093861007,0.3497788641327486
2021-11-29,330.005,331.82,318.25,323.01,6362190,MA,0,-0.4885161918919039,348.0441091442291,310.0758908557709,0.0,-43.257828902623025,6.441484010608746,329.06,329.06,0.0,18.15,1.4285714285714286,0.14285714285714285,7067.142857142857,0.3090931171494488,0.4365508362186672
2021-11-29,163.31,164.78,159.817,161.23,12104369,JPM,0,-0.1655035245294414,169.62493579456944,157.12173087209723,0.0,-40.01316764052358,53.98766593498493,163.37333333333333,163.37333333333333,0.0,18.15,1.7857142857142858,0.0,7177.5,0.4271150474237375,0.32492139506641315
2021-11-29,54.045,54.73,53.93,54.58,22712471,KO,0,-0.02224078801944529,56.28000000000001,52.88,34.09090909090909,-25.72016460905372,100.0,54.580000000000005,54.580000000000005,0.0,18.15,0.5714285714285714,0.0,1826.2857142857142,0.3533769802614714,0.5272585550372646
2021-11-29,159.37,161.19,158.7901,160.24,88748217,AAPL,0,-0.04029125031161129,164.88966410485298,154.43700256181367,40.886875670520986,18.563960694846713,61.138404201252946,159.66333333333333,159.66333333333333,0.0,18.15,36.0,55.57142857142857,49841.857142857145,0.532855716,0.6888475636162328
2021-11-29,116.83,117.92,116.58,116.89,4372526,ABBV,0,-0.04967996384982598,119.6482262139126,115.05844045275408,15.45762711864397,-36.06719367588926,100.0,117.35333333333334,117.35333333333334,0.0,18.15,0.0,0.0,0.0,0.3611835668241282,0.6507063061787806
2021-11-29,126.35,128.94,125.36,128.03,5648325,ABT,0,0.08982747846752659,129.38610016542643,123.26723316790691,100.0,62.86029231648578,96.24406888498832,126.32666666666667,126.32666666666667,0.0,18.15,0.23809523809523808,0.0,0.0,0.2763252777337095,0.5352572200409424
2021-11-29,3547.6443,3596.0,3531.5001,3561.57,3265557,AMZN,0,-0.4005069221461781,3627.8331980079865,3469.860135325347,43.74224734331653,3.7109526293237782,100.0,3548.846666666667,3548.846666666667,0.0,18.15,27.857142857142858,62.42857142857143,72049.42857142857,0.537884209177134,0.19900478489970863
2021-11-29,201.87,204.28,195.33,198.5,12276237,BA,0,-0.3476319464758717,216.35053018110852,189.18946981889144,0.0,-37.66506602641049,42.484109259577295,202.76999999999998,202.76999999999998,0.0,18.15,34.57142857142857,30.0,21122.714285714286,0.4758613755630425,0.00011570487300271992
2021-11-29,157.5,162.505,156.1,161.91,57438867,AMD,0,0.13469309333373758,165.30271853356854,151.0439481330981,71.06869974308489,100.0000000000004,100.0,158.17333333333332,158.17333333333332,0.0,18.15,33.42857142857143,88.71428571428571,79484.71428571429,0.5261975425881475,0.9362210920549393
2021-11-29,65.99,66.29,64.46,65.04,24340695,C,0,-0.06515083255840182,68.30609382738723,63.573906172612766,0.0,-42.23179447016225,70.66601059464509,65.94,65.94,0.0,18.15,1.0,0.0,3717.0,0.4051699823293426,0.9480013784000162
2021-11-29,289.52,298.39,284.7,296.74,8215565,CRM,0,0.2467591288897779,302.6602852582658,277.41971474173425,72.32462385038663,100.00000000000001,97.27106981121031,290.04,290.04,0.0,18.15,1.7857142857142858,0.0,5307.785714285715,0.3720545384789809,0.49738612163006424
2021-11-29,148.81,149.3,144.25,147.81,21231323,DIS,0,-0.10164153264952347,153.00106742966136,145.17226590367198,0.0,-61.48969889064949,100.0,149.08666666666667,149.08666666666667,0.0,18.15,36.714285714285715,39.285714285714285,61139.42857142857,0.4785353370930531,0.1193890428138672
2021-11-29,2880.0,2925.95,2877.87,2910.61,1629752,GOOGL,0,-0.17488682009206968,2977.1597574005928,2807.286909266074,46.79680146133704,39.99117517281881,15.271609156133072,2892.2233333333334,2892.2233333333334,0.0,18.15,0.7142857142857143,0.42857142857142855,6398.285714285715,0.4850562804409126,0.06077365685688085
2021-11-29,394.0,396.37,382.45,386.54,2883431,GS,0,-0.3685386377890154,404.9778133139361,378.4355200193972,0.0,-47.13056398192248,51.558033281636305,391.70666666666665,391.70666666666665,0.0,18.15,1.0,0.7142857142857143,585.9642857142857,0.3761747318017835,0.8552142716255616
2021-11-29,134.25,134.55,130.55,131.61,18648852,BABA,0,-0.14458057929081747,138.80559560101926,128.8477377323141,0.0,-70.0922879850941,100.0,133.82666666666668,133.82666666666668,0.0,18.15,46.57142857142857,69.28571428571429,75777.42857142857,0.5279224942322481,0.2900311348060688
2021-11-30,331.69,333.53,318.6401,326.76,62206647,NVDA,1,0.21869273263746436,341.10537588739874,310.03962411260125,50.226534304096276,40.2387902090904,58.49159721273398,325.5725,325.5725,0.0,20.7,26.714285714285715,25.0,40429.857142857145,0.5227960651115098,0.9953959937769974
2021-11-30,335.32,337.78,328.99,330.59,42885609,MSFT,1,-0.1623513042862328,342.0404833692966,325.36451663070335,32.85439577307663,-58.70311335849482,82.62783774375907,333.7025,333.7025,0.0,20.7,2.857142857142857,2.4285714285714284,16613.85714285714,0.5192799538579851,0.9049458001938205
2021-11-30,85.58,86.92,83.95,84.0,27301042,MU,1,-0.04223292399505851,87.82852956787809,82.0564704321219,35.64504977563685,3.9252928141813346,8.455670845525878,84.9425,84.9425,0.0,20.7,0.0,0.0,0.0,0.0,0.4952120239365234
2021-11-30,668.1975,675.38,640.01,641.9,5608919,NFLX,1,-0.6464363364208339,679.0326821643954,635.8023178356046,22.483073179514378,-94.56334183213514,22.052138491988888,657.4175,657.4175,0.0,20.7,2.0,0.5714285714285714,2609.714285714286,0.4968939962280733,0.5738180440610556
2021-11-30,168.79,171.55,167.53,169.24,11033992,NKE,1,-0.06373874703376714,173.14845202437075,166.4315479756293,29.005696614290002,-20.102652485806182,13.853909773803336,169.79000000000002,169.79000000000002,0.0,20.7,0.8571428571428571,0.0,1494.7142857142858,0.3662834395213591,0.23963637474268096
2021-11-30,163.83,164.0,158.39,159.78,7610010,PEP,1,-0.1041359054025861,166.38173807564908,158.0182619243509,29.929133316514893,-100.62711046792052,66.18034315248825,162.2,162.2,0.0,20.7,0.0,0.0,0.0,0.3014767068139985,0.5612457917738746
2021-11-30,195.27,197.66,192.56,193.77,16022982,V,1,-0.32314190067219783,205.7592767753707,189.72072322462932,0.0,-96.22331691297293,58.02222038368291,197.74,197.74,0.0,20.7,9.571428571428571,3.2142857142857144,6567.357142857143,0.349342540374263,0.8690279459474269
2021-11-30,147.81,148.54,144.12,144.58,11696448,PG,1,-0.12807132826472412,151.45991852804002,143.40508147196,21.251983754879745,-133.33333333333528,62.40294358179476,147.4325,147.4325,0.0,20.7,0.21428571428571427,0.0,42.42857142857143,0.3076901691873878,0.23038184481540713
2021-11-30,86.28,86.96,85.64,85.94,7378479,PM,1,-0.15132317448254184,91.51177068347769,84.48822931652231,0.0,-104.00704535446884,100.0,88.0,88.0,0.0,20.7,0.0,0.0,0.0,0.2581449093861007,0.10929454331717503
2021-11-30,23.64,23.68,22.55,22.83,139344683,T,1,-0.060578974339382086,25.296233585765275,22.408766414234723,0.0,-133.33333333333334,100.0,23.8525,23.8525,0.0,20.7,19.857142857142858,25.142857142857142,28846.85714285714,0.4095785700959867,0.3553679308835067
2021-11-30,1144.37,1168.0,1118.0,1144.76,27092038,TSLA,1,1.677351159644786,1176.1050060252128,1063.7299939747872,65.70188683851339,96.42067883390163,100.0,1119.9175,1119.9175,0.0,20.7,82.42857142857143,110.28571428571429,165811.57142857142,0.5339636631632916,0.09344194883335821
2021-11-30,118.1,120.17,115.76,117.15,10561774,TSM,1,-0.0908481345837231,122.07694597912797,115.03805402087204,27.74687186895639,-61.595164381542425,65.58518425684912,118.5575,118.5575,0.0,20.7,0.7142857142857143,0.0,1029.5,0.3632859138682389,0.8581654646622329
2021-11-30,43.03,43.08,42.53,42.64,11402336,MO,1,-0.052292851060563805,44.714146045024755,42.255853954975244,0.0,-133.33333333333394,81.65173815254724,43.485,43.485,0.0,20.7,0.9285714285714286,0.14285714285714285,1201.142857142857,0.3138711484234812,0.5368024673949845
2021-11-30,52.31,54.46,51.91,53.73,64598388,PFE,1,0.07248379886299006,55.608045156787156,49.901954843212835,73.2539662715606,27.959255356515655,42.76792998939579,52.754999999999995,52.754999999999995,0.0,20.7,39.714285714285715,50.57142857142857,76481.0,0.4765615092589202,0.19997791925089037
2021-11-30,335.0,335.81,323.43,324.46,25390008,META,1,-0.515802329966391,348.6707536579441,319.66424634205595,18.442516785941166,-125.55403746844773,64.5273432810044,334.1675,334.1675,0.0,20.7,17.0,8.857142857142858,68565.0,0.520818412065406,0.5135172180356244
