train/reward,time/total_timesteps,time/time_elapsed,time/iterations,time/fps,train/value_loss,train/n_updates,train/entropy_loss,train/std,train/clip_range,train/clip_fraction,train/policy_gradient_loss,train/explained_variance,train/learning_rate,train/loss,train/approx_kl
95.98486,79872,206,39,386,17492.619744873045,380,-43.899095106124875,1.045828104019165,0.2,0.096044921875,-0.041092808556277303,0.3078523874282837,0.00025,7923.88623046875,0.011315409
16.372866,81920,212,40,386,18539.953356933594,390,-43.934995675086974,1.0479029417037964,0.2,0.127099609375,-0.03242742261500098,0.35593104362487793,0.00025,7059.46533203125,0.013334724
434.87125,83968,217,41,386,18694.38504638672,400,-43.97740240097046,1.0486890077590942,0.2,0.178515625,-0.04424861481238622,0.2761397957801819,0.00025,8565.6845703125,0.015210988
211.9648,86016,222,42,386,5686.040153503418,410,-44.03449046611786,1.0518221855163574,0.2,0.20537109375,-0.05858588513801806,0.3649592399597168,0.00025,3161.1875,0.019401653
79.65403,88064,227,43,386,7714.073944091797,420,-44.124725341796875,1.0546470880508423,0.2,0.1859375,-0.05486034933710471,0.19288718700408936,0.00025,4161.1513671875,0.016931426
-132.60187,90112,233,44,386,12726.88271484375,430,-44.18776741027832,1.0563639402389526,0.2,0.158349609375,-0.047879296535393225,0.10884124040603638,0.00025,5227.89013671875,0.015886843
-87.708084,92160,238,45,386,11302.495040893555,440,-44.21406497955322,1.056616187095642,0.2,0.145068359375,-0.050492990398197435,0.23809248208999634,0.00025,5409.8779296875,0.015168525
194.52739,94208,243,46,386,11910.503341674805,450,-44.245119786262514,1.0586185455322266,0.2,0.15732421875,-0.04800680764892604,0.40324509143829346,0.00025,5128.455078125,0.015299058
-93.708755,96256,249,47,386,11334.31469116211,460,-44.297214436531064,1.060079574584961,0.2,0.192578125,-0.04324322970933281,-0.10331940650939941,0.00025,3478.963623046875,0.018236699
41.807617,98304,254,48,386,13938.999536132813,470,-44.365237498283385,1.063432216644287,0.2,0.240283203125,-0.03565887672448298,0.23875296115875244,0.00025,6105.74267578125,0.023734547
-70.64643,100352,259,49,386,8921.310116577148,480,-44.43004140853882,1.064695954322815,0.2,0.20361328125,-0.05998186369688483,0.2948784828186035,0.00025,3221.113525390625,0.018860187
-109.02842,102400,264,50,386,13588.980581665039,490,-44.441074800491336,1.0649151802062988,0.2,0.21845703125,-0.051706774852937086,0.23219454288482666,0.00025,7585.31201171875,0.01952459
54.954266,104448,270,51,386,16527.291149902343,500,-44.473841714859006,1.0666074752807617,0.2,0.15029296875,-0.05167502741678618,0.28380680084228516,0.00025,7478.04345703125,0.015126653
185.43724,106496,275,52,386,20814.106567382812,510,-44.51477296352387,1.067772388458252,0.2,0.133251953125,-0.04937100229144562,0.29340726137161255,0.00025,9538.9580078125,0.013661541
326.3221,108544,280,53,386,10950.028344726563,520,-44.54058885574341,1.0683051347732544,0.2,0.235400390625,-0.050678541406523434,0.37511157989501953,0.00025,7022.12109375,0.02355939
243.56949,110592,285,54,386,10027.652224731446,530,-44.57268166542053,1.0702449083328247,0.2,0.186962890625,-0.057200900446332525,0.29692673683166504,0.00025,3302.039794921875,0.017311137
100.71721,112640,291,55,386,11711.107690429688,540,-44.619857501983645,1.0718649625778198,0.2,0.166748046875,-0.05052094379207119,0.20470821857452393,0.00025,3469.772216796875,0.015815977
-87.5328,114688,297,56,385,14853.800756835937,550,-44.66916859149933,1.073460340499878,0.2,0.23203125,-0.037886648255516776,0.23456621170043945,0.00025,12422.9169921875,0.023581685
13.992822,116736,302,57,385,14786.820355224609,560,-44.74887535572052,1.0771822929382324,0.2,0.208984375,-0.045337051909882575,0.2737913131713867,0.00025,4629.55078125,0.021558018
124.724655,118784,307,58,386,17214.433380126953,570,-44.82563829421997,1.0795648097991943,0.2,0.1783203125,-0.04990723641312798,0.11374390125274658,0.00025,6910.49560546875,0.017124383
311.59552,120832,312,59,386,8105.927575683594,580,-44.87835659980774,1.0808080434799194,0.2,0.258740234375,-0.055297023439197804,0.268221914768219,0.00025,4968.1220703125,0.024807747
-109.92803,122880,318,60,386,9265.553927612305,590,-44.91770136356354,1.0824592113494873,0.2,0.182958984375,-0.05492799438070506,0.004428386688232422,0.00025,4256.09521484375,0.017427512
-50.26269,124928,323,61,386,17596.691506958006,600,-44.9724134683609,1.0849095582962036,0.2,0.178466796875,-0.04668402567040175,0.004979491233825684,0.00025,12623.0302734375,0.016994178
-146.45952,126976,328,62,386,20114.802697753905,610,-45.04825658798218,1.087817668914795,0.2,0.1060546875,-0.042591460081166585,-0.0013773441314697266,0.00025,7708.49267578125,0.012424618
-241.66687,129024,334,63,386,17388.540869140626,620,-45.10494134426117,1.089444875717163,0.2,0.19111328125,-0.05033170610840898,0.07748281955718994,0.00025,6677.9736328125,0.017460804
348.5632,131072,339,64,386,25805.072869873045,630,-45.15253686904907,1.0912595987319946,0.2,0.200390625,-0.045694714336423206,0.05825328826904297,0.00025,13058.5458984375,0.018970542
2.8198118,133120,344,65,386,21255.453851318358,640,-45.20037817955017,1.0924760103225708,0.2,0.165283203125,-0.04789273924252484,-0.0013610124588012695,0.00025,7720.6953125,0.015397016
-3.2830918,135168,349,66,386,17472.096603393555,650,-45.23844399452209,1.0945919752120972,0.2,0.19287109375,-0.054088299756404015,0.10384374856948853,0.00025,5895.19921875,0.016964152
-40.39732,137216,355,67,386,25092.643670654295,660,-45.311850380897525,1.097442626953125,0.2,0.20849609375,-0.04092606547637843,0.04946005344390869,0.00025,21457.552734375,0.022497065
126.74067,139264,360,68,386,26407.002642822266,670,-45.348334193229675,1.0976344347000122,0.2,0.1376953125,-0.047546887455973776,0.06556230783462524,0.00025,10836.0009765625,0.013575532
-672.4776,141312,365,69,386,19892.607641601564,680,-45.395922327041625,1.1006734371185303,0.2,0.148681640625,-0.04789527885295684,0.0897437334060669,0.00025,8028.0341796875,0.015570778
-223.814,143360,370,70,386,33039.93542480469,690,-45.457630610466005,1.1022809743881226,0.2,0.175830078125,-0.03940611172001809,0.02741396427154541,0.00025,10452.390625,0.01744815
292.17676,145408,376,71,386,36702.99425048828,700,-45.5223299741745,1.1052924394607544,0.2,0.241845703125,-0.03247195512522012,0.08537948131561279,0.00025,13032.5498046875,0.022346415
-21.111496,147456,381,72,386,32496.50144042969,710,-45.598751831054685,1.108007550239563,0.2,0.131201171875,-0.04579420686350204,0.05355393886566162,0.00025,24297.1875,0.014496185
-157.80554,149504,386,73,386,42419.17231445313,720,-45.64091215133667,1.1087048053741455,0.2,0.10654296875,-0.042689863295527174,0.06634724140167236,0.00025,13980.7265625,0.011733479
-9.455172,151552,391,74,386,44173.39597167969,730,-45.69711322784424,1.1117948293685913,0.2,0.120068359375,-0.04236242219922133,0.1037188172340393,0.00025,15727.982421875,0.013097903
-649.05396,153600,397,75,386,25675.053979492186,740,-45.74291858673096,1.1124080419540405,0.2,0.22080078125,-0.038304916729975956,0.06992906332015991,0.00025,17128.513671875,0.021541549
-64.867256,155648,402,76,386,24183.50053100586,750,-45.764429688453674,1.1137735843658447,0.2,0.237939453125,-0.04995429613190936,0.133994460105896,0.00025,10713.267578125,0.022858394
-100.0199,157696,407,77,386,38939.45287475586,760,-45.82415330410004,1.1162474155426025,0.2,0.167529296875,-0.04387358332751319,0.09800785779953003,0.00025,13127.134765625,0.01636735
179.85507,159744,412,78,386,39240.920471191406,770,-45.8801507472992,1.1179176568984985,0.2,0.1513671875,-0.046076788209029475,0.12278133630752563,0.00025,9188.1787109375,0.015228275
-100.19635,161792,418,79,386,36513.64564208985,780,-45.93754029273987,1.1207808256149292,0.2,0.242822265625,-0.04310052818036638,0.15091389417648315,0.00025,13578.8525390625,0.025827037
20.660995,163840,423,80,386,41368.70682373047,790,-45.9867066860199,1.1217617988586426,0.2,0.111328125,-0.044432552604121156,0.08511590957641602,0.00025,20681.181640625,0.012453385
-392.11127,165888,428,81,386,41930.81877441406,800,-46.01519684791565,1.1230645179748535,0.2,0.201611328125,-0.035054041328839956,0.15441906452178955,0.00025,21039.953125,0.022061437
-75.22143,167936,433,82,387,13244.109045410156,810,-46.109570717811586,1.1286183595657349,0.2,0.25625,-0.05370029204932507,0.23195427656173706,0.00025,5803.81298828125,0.02405571
4.857968,169984,439,83,387,32013.12561645508,820,-46.20049443244934,1.1298760175704956,0.2,0.20283203125,-0.040505780966486785,0.1656496524810791,0.00025,20055.22265625,0.020475175
106.85988,172032,445,84,385,32916.25961303711,830,-46.24701733589173,1.1326080560684204,0.2,0.241357421875,-0.033983740242547356,0.15336370468139648,0.00025,11840.16796875,0.027636966
90.59555,174080,450,85,385,27029.526470947265,840,-46.354293608665465,1.1370441913604736,0.2,0.167529296875,-0.049686201212171,0.15929222106933594,0.00025,23089.18359375,0.015663251
-0.7294194,176128,456,86,386,23355.051568603514,850,-46.421219849586485,1.1387383937835693,0.2,0.200439453125,-0.050150565805961375,0.16234862804412842,0.00025,11467.951171875,0.019015372
351.0452,178176,461,87,386,31315.132385253906,860,-46.47639629840851,1.1405184268951416,0.2,0.162109375,-0.05131093728705309,0.21408534049987793,0.00025,15549.5068359375,0.015756903
245.67719,180224,466,88,386,30303.780010986327,870,-46.51443269252777,1.1420859098434448,0.2,0.1625,-0.04660205863037845,0.16456639766693115,0.00025,18711.912109375,0.014989713
178.70445,182272,472,89,386,23558.224810791016,880,-46.57330434322357,1.1448345184326172,0.2,0.177490234375,-0.05113376977096777,0.1913926601409912,0.00025,6959.4912109375,0.015660852
-6.3109756,184320,477,90,386,38700.47389526367,890,-46.625452518463135,1.1462658643722534,0.2,0.1201171875,-0.04189222438726574,0.17625445127487183,0.00025,28425.38671875,0.013311344
33.490356,186368,482,91,386,48244.78934326172,900,-46.6820986032486,1.149291753768921,0.2,0.175048828125,-0.03907918934855843,0.199709951877594,0.00025,39299.14453125,0.019238006
-244.31647,188416,487,92,386,33418.49223632812,910,-46.74693415164948,1.1510660648345947,0.2,0.1484375,-0.04384914570255205,0.15293264389038086,0.00025,9831.2841796875,0.01571436
-136.5426,190464,493,93,386,20872.461474609376,920,-46.8210084438324,1.1545031070709229,0.2,0.17646484375,-0.05444716475903988,0.2767769694328308,0.00025,13154.47265625,0.016759265
-0.52760875,192512,498,94,386,22094.29197998047,930,-46.90545952320099,1.157624363899231,0.2,0.166259765625,-0.05111763531167526,0.19024568796157837,0.00025,12880.6513671875,0.015597098
482.4687,194560,503,95,386,27039.08948364258,940,-46.99334003925323,1.1617510318756104,0.2,0.190625,-0.03927653143473435,0.19490426778793335,0.00025,15672.943359375,0.022974312
-37.582684,196608,508,96,386,43309.160217285156,950,-47.05981438159942,1.1628249883651733,0.2,0.177099609375,-0.03553049884212669,0.16106069087982178,0.00025,21190.568359375,0.019365791
-41.818447,198656,514,97,386,31348.850183105467,960,-47.09030451774597,1.1640924215316772,0.2,0.20673828125,-0.04004377832170576,0.17126238346099854,0.00025,20992.044921875,0.023685763
-70.09413,200704,519,98,386,54034.5247680664,970,-47.12275929450989,1.1655627489089966,0.2,0.158544921875,-0.03484061335038859,0.1722283959388733,0.00025,16087.9736328125,0.020314896
