train/reward,train/learning_rate,train/explained_variance,train/entropy_loss,time/time_elapsed,time/total_timesteps,train/policy_loss,train/std,time/fps,time/iterations,train/n_updates,train/value_loss
-85.09325,0.0007,0.045989155769348145,-42.670963287353516,1,500,-800.66796875,1.0036252737045288,353,100,99,1678.777099609375
23.765263,0.0007,0.041646361351013184,-42.65038299560547,2,1000,-2972.19775390625,1.002908706665039,339,200,199,9329.33203125
220.12363,0.0007,-0.005629181861877441,-42.64107894897461,4,1500,2362.176025390625,1.0026123523712158,338,300,299,8060.85009765625
10.905589,0.0007,0.26592862606048584,-42.69609069824219,5,2000,-426.75897216796875,1.0045769214630127,343,400,399,1076.1995849609375
-43.794052,0.0007,0.06042003631591797,-42.717384338378906,7,2500,-1046.801513671875,1.0052992105484009,345,500,499,680.1507568359375
-32.62447,0.0007,0.48222726583480835,-42.694976806640625,8,3000,-146.4442596435547,1.0045486688613892,347,600,599,644.6553955078125
155.09439,0.0007,0.07999783754348755,-42.69777297973633,10,3500,75.3140640258789,1.00454843044281,349,700,699,2290.29443359375
0.8061546,0.0007,0.08043968677520752,-42.70664978027344,11,4000,-1400.020751953125,1.0049183368682861,350,800,799,20206.359375
-166.1455,0.0007,0.04420053958892822,-42.77245330810547,12,4500,-4929.49951171875,1.0071079730987549,351,900,899,63738.4296875
-0.09664257,0.0007,-3.335373878479004,-42.73495864868164,14,5000,812.26806640625,1.0059425830841064,351,1000,999,1188.6915283203125
-87.46847,0.0007,0.1286669373512268,-42.764190673828125,15,5500,7417.0830078125,1.0069677829742432,352,1100,1099,37323.1328125
12.256889,0.0007,0.1390244960784912,-42.797584533691406,17,6000,-6217.15380859375,1.008126139640808,351,1200,1199,44653.6171875
444.11707,0.0007,0.5440585017204285,-42.80256271362305,18,6500,17815.732421875,1.0083009004592896,352,1300,1299,164487.96875
736.32416,0.0007,0.008634328842163086,-42.82675552368164,19,7000,-53.837501525878906,1.0090584754943848,352,1400,1399,67469.2890625
52.489502,0.0007,-3.0407657623291016,-42.845252990722656,21,7500,1284.53759765625,1.009655475616455,353,1500,1499,2179.802978515625
-298.9094,0.0007,0.010168373584747314,-42.86962127685547,22,8000,-1880.2958984375,1.0104804039001465,353,1600,1599,5549.09912109375
-51.191322,0.0007,-0.0003794431686401367,-42.81367492675781,23,8500,-4675.1162109375,1.0085209608078003,354,1700,1699,20614.26171875
64.83796,0.0007,0.12652570009231567,-42.76919174194336,25,9000,783.58984375,1.0071481466293335,354,1800,1799,9122.365234375
-56.99362,0.0007,0.13814455270767212,-42.71261978149414,26,9500,-2720.48193359375,1.0053943395614624,355,1900,1899,40425.484375
-4.6177397,0.0007,0.6801196038722992,-42.70039367675781,28,10000,-864.70166015625,1.005010724067688,355,2000,1999,543.1740112304688
-0.3275534,0.0007,0.08340167999267578,-42.669212341308594,29,10500,-4108.18798828125,1.003659725189209,355,2100,2099,22105.9921875
82.01222,0.0007,0.3890622854232788,-42.639801025390625,31,11000,1047.5888671875,1.0027165412902832,354,2200,2199,6106.55419921875
3.1495864,0.0007,0.1305714249610901,-42.617340087890625,32,11500,-5953.1572265625,1.0021514892578125,355,2300,2299,37726.59765625
254.87965,0.0007,0.17417985200881958,-42.597564697265625,33,12000,8835.9052734375,1.0014256238937378,355,2400,2399,52610.84375
13.900834,0.0007,-2.3987202644348145,-42.632598876953125,35,12500,3403.104736328125,1.0026699304580688,355,2500,2499,8483.373046875
70.880936,0.0007,0.19451671838760376,-42.57726287841797,36,13000,-2326.37646484375,1.001035451889038,355,2600,2599,24686.19140625
-96.42432,0.0007,-0.5183370113372803,-42.53094482421875,37,13500,3335.735107421875,0.999253511428833,355,2700,2699,11518.3837890625
-38.886494,0.0007,0.48996615409851074,-42.55619812011719,39,14000,-1530.8828125,1.0001150369644165,356,2800,2799,4595.52001953125
66.83327,0.0007,0.1874159574508667,-42.545658111572266,40,14500,-15025.7705078125,0.9997372031211853,356,2900,2899,137563.578125
72.829575,0.0007,0.9158814400434494,-42.55776596069336,42,15000,-1830.0816650390625,1.0000998973846436,356,3000,2999,1702.8599853515625
33.848286,0.0007,-0.3198225498199463,-42.55031967163086,43,15500,1143.3387451171875,1.000019907951355,356,3100,3099,3131.0419921875
47.799534,0.0007,0.21991896629333496,-42.58009719848633,44,16000,737.7991943359375,1.001017689704895,356,3200,3199,1964.3411865234375
50.825172,0.0007,0.4449136257171631,-42.514678955078125,46,16500,-4511.52490234375,0.9989140629768372,356,3300,3299,13402.3017578125
-101.63486,0.0007,0.5330998003482819,-42.5091667175293,47,17000,393.881103515625,0.9985650777816772,357,3400,3399,3222.55615234375
-3.9460132,0.0007,0.596847802400589,-42.47966766357422,49,17500,-2188.91650390625,0.9976975917816162,357,3500,3499,4236.7333984375
-65.21041,0.0007,0.6267620027065277,-42.47642517089844,50,18000,2221.629638671875,0.9976798892021179,356,3600,3599,3212.25830078125
-7.810635,0.0007,0.5813706517219543,-42.48544692993164,51,18500,-314.3954162597656,0.9978477358818054,356,3700,3699,1349.445068359375
172.60284,0.0007,0.210629403591156,-42.51374435424805,53,19000,-8025.359375,0.9988311529159546,356,3800,3799,41181.32421875
-15.696883,0.0007,0.10075527429580688,-42.49022674560547,54,19500,3866.20458984375,0.998046875,356,3900,3899,15964.412109375
113.48555,0.0007,0.4135512113571167,-42.52208709716797,56,20000,2825.947265625,0.9994877576828003,356,4000,3999,4579.4326171875
43.842556,0.0007,0.4227157235145569,-42.528587341308594,57,20500,-1686.442138671875,0.9993877410888672,357,4100,4099,10849.96875
-203.7608,0.0007,0.8325199335813522,-42.539459228515625,58,21000,589.8793334960938,0.9998577833175659,357,4200,4199,801.4617309570312
0.41179976,0.0007,0.37243324518203735,-42.58054733276367,60,21500,-3809.92724609375,1.0012584924697876,357,4300,4299,21207.22265625
91.30233,0.0007,0.7123507559299469,-42.51246643066406,61,22000,-798.5520629882812,0.9992000460624695,357,4400,4399,634.8831787109375
-0.0598487,0.0007,0.7416176795959473,-42.504085540771484,62,22500,-627.5431518554688,0.9987743496894836,357,4500,4499,859.3927001953125
-4.649442,0.0007,0.23929065465927124,-42.48397445678711,64,23000,-1619.5455322265625,0.9980798959732056,357,4600,4599,4503.66455078125
-80.58416,0.0007,0.42213714122772217,-42.47151565551758,65,23500,1846.1304931640625,0.9978033900260925,357,4700,4699,7010.49853515625
-288.13696,0.0007,0.38006913661956787,-42.416107177734375,67,24000,3080.65283203125,0.9957172274589539,358,4800,4799,11301.490234375
-157.9865,0.0007,0.3115052580833435,-42.455665588378906,68,24500,-1869.747314453125,0.9971633553504944,358,4900,4899,5472.06640625
-18.429455,0.0007,-3.8144826889038086,-42.44548416137695,69,25000,-3147.709228515625,0.9970331788063049,358,5000,4999,6043.55908203125
32.661488,0.0007,0.8989664763212204,-42.42102813720703,71,25500,-723.2590942382812,0.9964599013328552,358,5100,5099,433.2284240722656
48.15916,0.0007,0.07685613632202148,-42.43010711669922,72,26000,-167.00277709960938,0.9967866539955139,358,5200,5199,4495.849609375
-22.926367,0.0007,0.9737622309476137,-42.36250305175781,74,26500,-920.2275390625,0.9944718480110168,358,5300,5299,560.0700073242188
-8.886764,0.0007,-0.8805332183837891,-42.41972351074219,75,27000,952.57763671875,0.9961209893226624,358,5400,5399,1344.189208984375
-11.514886,0.0007,-1.6955699920654297,-42.48535919189453,76,27500,-658.4376220703125,0.9983772039413452,358,5500,5499,505.717041015625
