train/reward,train/learning_rate,train/explained_variance,train/entropy_loss,time/time_elapsed,time/total_timesteps,train/policy_loss,train/std,time/fps,time/iterations,train/n_updates,train/value_loss
53.913506,0.0007,0.25446951389312744,-42.44660568237305,78,28000,931.7838134765625,0.9968178272247314,358,5600,5599,812.775146484375
14.608852,0.0007,0.18919873237609863,-42.4345817565918,79,28500,-105.15342712402344,0.9965558648109436,358,5700,5699,1422.8953857421875
20.075972,0.0007,0.4425574541091919,-42.39403533935547,80,29000,237.0434112548828,0.9952583312988281,358,5800,5799,614.736328125
-35.013096,0.0007,-0.001494765281677246,-42.379737854003906,82,29500,-222.2677764892578,0.9946123361587524,359,5900,5899,949.5006103515625
1.1295475,0.0007,0.14021027088165283,-42.349388122558594,83,30000,187.098876953125,0.9938110113143921,359,6000,5999,299.31011962890625
-29.196001,0.0007,0.07148635387420654,-42.33433532714844,84,30500,484.6719665527344,0.9932482242584229,359,6100,6099,263.24505615234375
34.7023,0.0007,0.5574097335338593,-42.30475616455078,86,31000,-395.95233154296875,0.9923413395881653,359,6200,6199,148.36019897460938
-18.093052,0.0007,0.28845441341400146,-42.38161087036133,87,31500,225.33169555664062,0.9951153993606567,359,6300,6299,547.5513305664062
-0.23305279,0.0007,-0.0571521520614624,-42.338050842285156,88,32000,-433.9100036621094,0.9937112927436829,359,6400,6399,304.00787353515625
4.844636,0.0007,0.57280632853508,-42.34021759033203,90,32500,-134.2613525390625,0.9935926795005798,359,6500,6499,83.82566833496094
-0.5763813,0.0007,-0.28762662410736084,-42.29963302612305,91,33000,322.8646240234375,0.9920616149902344,359,6600,6599,106.1260986328125
25.057846,0.0007,0.19374686479568481,-42.25921630859375,93,33500,-326.0569763183594,0.9911332726478577,360,6700,6699,161.50267028808594
-7.2923403,0.0007,0.07528972625732422,-42.2398681640625,94,34000,-328.48565673828125,0.9904962182044983,360,6800,6799,1330.4097900390625
2.9464622,0.0007,0.07024627923965454,-42.217796325683594,95,34500,-4230.26220703125,0.9892628192901611,360,6900,6899,8947.775390625
-35.87879,0.0007,0.2462138533592224,-42.232608795166016,97,35000,-234.7914581298828,0.9900169372558594,360,7000,6999,366.57879638671875
17.63509,0.0007,0.7094327807426453,-42.23029327392578,98,35500,-73.94397735595703,0.9900277853012085,360,7100,7099,9.293222427368164
18.105581,0.0007,0.7517193704843521,-42.279029846191406,99,36000,86.27770233154297,0.991979718208313,360,7200,7199,13.501254081726074
0.7550829,0.0007,0.3900163769721985,-42.29875564575195,101,36500,572.4664306640625,0.9924294948577881,360,7300,7299,197.89578247070312
27.52904,0.0007,0.1786993145942688,-42.358821868896484,102,37000,-637.3914794921875,0.9942840933799744,359,7400,7399,3609.098388671875
6.4417176,0.0007,0.4772487282752991,-42.36621856689453,104,37500,-581.1602783203125,0.9948721528053284,359,7500,7499,301.97039794921875
-1.6213952,0.0007,0.6847546696662903,-42.35614776611328,105,38000,-495.43756103515625,0.994206964969635,360,7600,7599,150.42495727539062
-3.0956151,0.0007,0.4708627462387085,-42.360652923583984,106,38500,-234.68545532226562,0.9946487545967102,360,7700,7699,118.71842956542969
-58.682396,0.0007,0.48765140771865845,-42.396270751953125,108,39000,-531.2733154296875,0.9954115748405457,360,7800,7799,1689.3792724609375
-55.66852,0.0007,-0.21919775009155273,-42.36463165283203,109,39500,1097.783935546875,0.9943817257881165,360,7900,7899,1765.67578125
10.072049,0.0007,-1.1502890586853027,-42.303070068359375,111,40000,323.562744140625,0.9924489855766296,360,8000,7999,833.91845703125
46.976757,0.0007,0.9085740149021149,-42.338897705078125,112,40500,242.60714721679688,0.9936330318450928,360,8100,8099,34.26850128173828
-44.352512,0.0007,0.15503716468811035,-42.349754333496094,113,41000,303.6630859375,0.9939966797828674,360,8200,8199,172.8787384033203
-58.974304,0.0007,0.44444137811660767,-42.4124641418457,115,41500,-548.0087280273438,0.9962270855903625,360,8300,8299,1212.4609375
38.783413,0.0007,-0.060315608978271484,-42.43745040893555,116,42000,-2726.730712890625,0.9969793558120728,360,8400,8399,5922.3515625
22.679968,0.0007,0.2905564308166504,-42.49245071411133,117,42500,-355.9444274902344,0.9990427494049072,360,8500,8499,219.9022979736328
-16.83822,0.0007,0.7111858427524567,-42.47956085205078,119,43000,100.3861083984375,0.99847012758255,360,8600,8599,18.741424560546875
91.63911,0.0007,0.37283968925476074,-42.50571823120117,120,43500,-598.2093505859375,0.9991632103919983,360,8700,8699,511.19818115234375
-17.342358,0.0007,-1.066174030303955,-42.51750946044922,121,44000,1602.7264404296875,0.9995381832122803,360,8800,8799,1617.5933837890625
151.3942,0.0007,0.5258978307247162,-42.572723388671875,123,44500,-5104.7939453125,1.0013221502304077,361,8900,8899,16391.041015625
8.701842,0.0007,-0.05368220806121826,-42.62668228149414,124,45000,-56.535072326660156,1.0032203197479248,361,9000,8999,1975.142822265625
23.412212,0.0007,0.47379958629608154,-42.671382904052734,126,45500,-561.0266723632812,1.004710078239441,361,9100,9099,202.81732177734375
-15.792584,0.0007,0.2505943179130554,-42.69153594970703,127,46000,74.72956848144531,1.0054131746292114,361,9200,9199,306.4052734375
-2.8322368,0.0007,0.3541833162307739,-42.62107467651367,128,46500,783.0025634765625,1.002846360206604,361,9300,9299,804.4119873046875
-4.507445,0.0007,0.17926299571990967,-42.7191276550293,130,47000,677.6819458007812,1.006309986114502,361,9400,9399,11274.373046875
0.8098505,0.0007,0.43493592739105225,-42.69207000732422,131,47500,-20.865520477294922,1.0051884651184082,361,9500,9499,20.747772216796875
-70.94006,0.0007,0.10940152406692505,-42.70215606689453,132,48000,1369.8343505859375,1.0058127641677856,361,9600,9599,1472.991943359375
30.877401,0.0007,0.6644888520240784,-42.70664596557617,134,48500,2658.108154296875,1.0059072971343994,361,9700,9699,3732.055908203125
-90.34147,0.0007,0.6623658537864685,-42.69907760620117,135,49000,-252.49600219726562,1.0055891275405884,361,9800,9799,890.4074096679688
-5.9893675,0.0007,0.20437854528427124,-42.71417236328125,136,49500,859.9677734375,1.0058811902999878,361,9900,9899,1562.62158203125
-58.09298,0.0007,-0.050362229347229004,-42.704158782958984,138,50000,1314.263427734375,1.0057408809661865,360,10000,9999,1285.5111083984375
