Time,Open,High,Low,Close,Volume,tic,day
2021-11-30 15:00:00,322.108,323.374,321.276,321.527,1836768,NVDA,6.0
2021-11-30 14:00:00,325.364,325.848,323.244,324.633,2102091,NVDA,5.0
2021-11-30 13:00:00,321.185,322.176,319.848,321.812,1586496,NVDA,4.0
2021-11-30 12:00:00,321.015,321.856,318.21,321.617,2605261,NVDA,3.0
2021-11-30 11:00:00,321.415,323.933,320.542,322.077,3129205,NVDA,2.0
2021-11-30 10:00:00,331.496,333.102,328.776,331.302,3188355,NVDA,1.0
2021-11-30 09:00:00,331.261,332.682,327.468,331.398,5254446,NVDA,0.0
2021-11-29 15:00:00,329.653,331.694,329.372,330.719,2032292,NVDA,6.0
2021-11-29 14:00:00,329.844,330.465,328.963,329.627,1155593,NVDA,5.0
2021-11-29 13:00:00,328.325,329.466,327.128,328.489,1570650,NVDA,4.0
2021-11-29 12:00:00,328.227,331.034,327.877,329.767,3029683,NVDA,3.0
2021-11-29 11:00:00,323.761,325.232,322.906,324.285,1558816,NVDA,2.0
2021-11-29 10:00:00,324.161,325.621,321.316,322.346,2675509,NVDA,1.0
2021-11-29 09:00:00,323.372,327.119,319.928,324.214,5375061,NVDA,0.0
2021-11-26 15:00:00,314.204,314.586,314.006,314.187,6743,NVDA,6.0
2021-11-26 14:00:00,314.503,314.995,314.376,314.567,11781,NVDA,5.0
2021-11-26 13:00:00,314.883,315.784,313.577,314.487,2037925,NVDA,4.0
2021-11-26 12:00:00,315.093,317.592,314.675,317.423,1715544,NVDA,3.0
2021-11-26 11:00:00,317.41,317.435,313.077,314.956,2229484,NVDA,2.0
2021-11-26 10:00:00,322.403,323.045,318.37,319.994,2077176,NVDA,1.0
2021-11-26 09:00:00,324.98,326.68,319.089,322.486,4484537,NVDA,0.0
2021-11-24 15:00:00,324.87,326.111,324.622,325.471,1310816,NVDA,6.0
2021-11-24 14:00:00,323.761,325.132,321.596,323.21,1677597,NVDA,5.0
2021-12-31 15:00:00,293.876,295.236,293.821,295.11,1387914,NVDA,6.0
2021-12-31 14:00:00,294.735,294.926,293.361,293.791,930096,NVDA,5.0
2021-12-31 13:00:00,295.045,295.625,294.79,295.15,667918,NVDA,4.0
2021-12-31 12:00:00,296.193,296.554,294.52,294.88,991594,NVDA,3.0
2021-12-31 11:00:00,295.109,296.674,293.921,296.383,1378984,NVDA,2.0
2021-12-31 10:00:00,296.933,297.553,295.552,296.311,1843721,NVDA,1.0
2021-12-31 09:00:00,296.383,299.95,295.339,296.863,3455559,NVDA,0.0
2021-12-30 15:00:00,299.1,299.141,297.406,297.707,1344590,NVDA,6.0
2021-12-30 14:00:00,299.907,300.18,298.605,300.164,1118705,NVDA,5.0
2021-12-30 13:00:00,301.597,301.698,299.534,300.289,1050609,NVDA,4.0
2021-12-30 12:00:00,302.495,303.376,301.665,302.231,1256154,NVDA,3.0
2021-12-30 11:00:00,302.276,303.307,301.508,302.949,1958964,NVDA,2.0
2021-12-30 10:00:00,300.628,303.287,300.493,302.691,2963159,NVDA,1.0
2021-12-30 09:00:00,297.921,300.849,295.499,300.593,3687433,NVDA,0.0
2021-12-29 15:00:00,300.259,300.29,298.905,299.005,1184019,NVDA,6.0
2021-12-29 14:00:00,298.411,299.251,298.086,299.055,1181525,NVDA,5.0
2021-12-29 13:00:00,297.095,298.153,296.887,297.495,1199950,NVDA,4.0
2021-12-29 12:00:00,296.553,297.563,295.898,296.658,911226,NVDA,3.0
2021-12-29 11:00:00,297.08,298.942,296.547,296.988,2323170,NVDA,2.0
2021-12-29 10:00:00,298.376,298.642,293.941,295.644,3331432,NVDA,1.0
2021-12-29 09:00:00,302.576,305.124,297.316,298.446,4299065,NVDA,0.0
2021-12-28 15:00:00,304.034,305.334,303.239,304.284,2000748,NVDA,6.0
2021-12-28 14:00:00,301.868,303.406,300.752,302.939,1458204,NVDA,5.0
2021-12-28 13:00:00,301.297,301.793,299.752,301.233,1344250,NVDA,4.0
2021-12-28 12:00:00,303.065,303.513,301.432,301.532,1513283,NVDA,3.0
2021-12-28 11:00:00,304.678,306.003,301.721,302.501,1902867,NVDA,2.0
2021-12-28 10:00:00,308.369,308.589,302.181,305.214,3376354,NVDA,1.0
2021-12-28 09:00:00,312.734,312.935,304.038,308.283,5516789,NVDA,0.0
2021-12-27 15:00:00,308.569,308.679,306.975,308.074,2210882,NVDA,6.0
2021-12-27 14:00:00,308.718,310.328,308.123,310.219,1877854,NVDA,5.0
2021-12-27 13:00:00,308.019,308.071,307.254,307.685,829871,NVDA,4.0
2021-12-27 12:00:00,308.009,309.15,307.884,308.684,1432797,NVDA,3.0
2021-12-27 11:00:00,307.2,308.23,305.876,308.004,2282893,NVDA,2.0
2021-12-27 10:00:00,304.583,309.14,303.948,308.384,3858961,NVDA,1.0
2021-12-27 09:00:00,296.193,304.665,296.038,304.539,5370759,NVDA,0.0
2021-12-23 15:00:00,296.763,297.723,295.918,297.117,1259570,NVDA,6.0
2021-12-23 14:00:00,297.482,297.853,295.559,296.259,976219,NVDA,5.0
2021-12-23 13:00:00,296.719,297.633,296.168,297.427,1022134,NVDA,4.0
2021-12-23 12:00:00,299.28,299.431,296.808,297.057,1542413,NVDA,3.0
2021-12-23 11:00:00,296.61,299.576,296.548,299.045,2729856,NVDA,2.0
2021-12-23 10:00:00,295.584,296.974,294.3,296.338,2451099,NVDA,1.0
2021-12-23 09:00:00,297.242,298.822,293.951,295.589,4837883,NVDA,0.0
2021-12-22 15:00:00,292.548,293.348,291.014,291.784,1499603,NVDA,6.0
2021-12-22 14:00:00,290.331,290.771,288.867,289.197,911932,NVDA,5.0
2021-12-22 13:00:00,292.678,293.178,290.675,290.715,1207519,NVDA,4.0
2021-12-22 12:00:00,294.206,294.805,291.454,292.353,1837986,NVDA,3.0
2021-12-22 11:00:00,290.56,295.206,288.687,293.202,3267236,NVDA,2.0
2021-12-22 10:00:00,288.932,290.401,286.12,288.148,2712483,NVDA,1.0
2021-12-22 09:00:00,288.533,291.91,284.143,288.997,4729105,NVDA,0.0
2021-12-21 15:00:00,289.422,290.102,287.518,288.838,2456135,NVDA,6.0
2021-12-21 14:00:00,287.804,290.431,287.618,288.508,2873815,NVDA,5.0
2021-12-21 13:00:00,284.877,286.466,283.474,286.19,2292920,NVDA,4.0
2021-12-21 12:00:00,280.717,282.561,279.468,282.418,1992932,NVDA,3.0
2021-12-21 11:00:00,276.717,279.075,276.172,278.599,2161388,NVDA,2.0
2021-12-21 10:00:00,278.904,280.193,275.233,275.793,3317544,NVDA,1.0
2021-12-21 09:00:00,283.349,285.168,278.831,278.909,4953273,NVDA,0.0
2021-12-20 15:00:00,274.669,278.955,274.664,277.511,2965638,NVDA,6.0
2021-12-20 14:00:00,274.13,276.108,273.736,273.99,1437365,NVDA,5.0
2021-12-20 13:00:00,271.72,272.812,271.139,271.839,1197637,NVDA,4.0
2021-12-20 12:00:00,274.449,275.479,273.07,274.063,1404600,NVDA,3.0
2021-12-20 11:00:00,275.408,276.158,273.036,273.681,2520951,NVDA,2.0
2021-12-20 10:00:00,278.065,281.112,275.763,278.114,3588192,NVDA,1.0
2021-12-20 09:00:00,272.792,279.055,271.119,278.31,6394019,NVDA,0.0
2021-12-17 15:00:00,282.03,283.32,280.757,281.855,1769509,NVDA,6.0
2021-12-17 14:00:00,282.83,283.999,281.476,281.865,1746594,NVDA,5.0
2021-12-17 13:00:00,280.832,282.521,279.978,282.385,1476924,NVDA,4.0
2021-12-17 12:00:00,283.429,284.668,280.986,282.088,2149137,NVDA,3.0
2021-12-17 11:00:00,286.785,288.474,285.022,286.051,2489618,NVDA,2.0
2021-12-17 10:00:00,284.717,286.346,279.728,283.728,4006762,NVDA,1.0
2021-12-17 09:00:00,279.514,287.115,278.41,284.734,8835535,NVDA,0.0
2021-12-16 15:00:00,282.595,285.517,281.196,284.867,3003281,NVDA,6.0
2021-12-16 14:00:00,284.828,286.276,280.99,282.565,2551400,NVDA,5.0
2021-12-16 13:00:00,285.257,288.324,285.091,287.079,2385166,NVDA,4.0
2021-12-16 12:00:00,285.297,286.466,283.284,284.9,3037943,NVDA,3.0
2021-12-16 11:00:00,291.579,292.202,286.989,289.969,3953328,NVDA,2.0
2021-12-16 10:00:00,297.292,298.252,290.775,295.12,6491190,NVDA,1.0
2021-12-16 09:00:00,311.125,311.237,296.667,297.177,9061795,NVDA,0.0
2021-12-15 15:00:00,291.499,300.879,291.274,298.815,6238538,NVDA,6.0
2021-12-15 14:00:00,284.248,293.108,278.04,287.277,7717337,NVDA,5.0
2021-12-15 13:00:00,282.57,284.037,282.055,283.703,1124873,NVDA,4.0
2021-12-15 12:00:00,283.708,284.369,280.517,282.715,2003669,NVDA,3.0
2021-12-15 11:00:00,286.355,288.064,285.351,285.91,2393906,NVDA,2.0
2021-12-15 10:00:00,283.723,287.565,281.186,286.38,4196329,NVDA,1.0
2021-12-15 09:00:00,283.659,289.812,280.157,283.663,5588430,NVDA,0.0
2021-12-14 15:00:00,280.283,283.669,280.128,283.324,3328104,NVDA,6.0
2021-12-14 14:00:00,276.447,280.852,276.173,280.158,2869768,NVDA,5.0
2021-12-14 13:00:00,275.968,278.402,275.663,278.163,2226056,NVDA,4.0
2021-12-14 12:00:00,276.847,277.207,274.005,275.813,2308417,NVDA,3.0
2021-12-14 11:00:00,278.651,280.363,276.903,280.168,3610053,NVDA,2.0
2021-12-14 10:00:00,281.291,285.677,277.361,284.562,6027045,NVDA,1.0
2021-12-14 09:00:00,276.577,283.929,272.167,281.386,9449438,NVDA,0.0
2021-12-13 15:00:00,288.513,289.452,284.203,284.962,3845540,NVDA,6.0
2021-12-13 14:00:00,289.581,290.011,287.928,288.667,2281156,NVDA,5.0
2021-12-13 13:00:00,290.053,291.061,289.186,290.515,2282121,NVDA,4.0
2021-12-13 12:00:00,288.812,291.82,288.158,290.92,3216257,NVDA,3.0
2021-12-13 11:00:00,294.495,294.712,289.696,290.056,3705823,NVDA,2.0
2021-12-13 10:00:00,298.291,299.351,294.69,296.024,3460333,NVDA,1.0
2021-12-13 09:00:00,301.996,302.587,296.837,298.261,4751724,NVDA,0.0
2021-12-10 15:00:00,299.549,301.489,298.994,301.163,2001281,NVDA,6.0
2021-12-10 14:00:00,299.582,300.583,299.214,299.415,1365768,NVDA,5.0
2021-12-10 13:00:00,301.287,302.557,299.034,299.993,2190017,NVDA,4.0
2021-12-10 12:00:00,302.258,303.586,300.982,302.211,1779452,NVDA,3.0
2021-12-10 11:00:00,303.654,303.896,299.704,301.427,2996307,NVDA,2.0
2021-12-10 10:00:00,303.669,308.269,303.399,306.381,3623822,NVDA,1.0
2021-12-10 09:00:00,311.115,312.686,302.131,303.839,6435026,NVDA,0.0
2021-12-09 15:00:00,307.745,309.499,304.508,306.901,3349782,NVDA,6.0
2021-12-09 14:00:00,309.138,309.709,303.908,307.167,3323879,NVDA,5.0
2021-12-09 13:00:00,312.514,313.235,310.71,311.191,1399934,NVDA,4.0
2021-12-09 12:00:00,314.042,314.703,312.808,313.118,1651214,NVDA,3.0
2021-12-09 11:00:00,313.632,316.331,312.688,315.675,2110178,NVDA,2.0
2021-12-09 10:00:00,316.609,317.37,313.287,313.508,3321373,NVDA,1.0
2021-12-09 09:00:00,316.869,321.675,314.615,316.588,5055309,NVDA,0.0
2021-12-08 15:00:00,317.688,318.199,316.923,318.073,1717749,NVDA,6.0
2021-12-08 14:00:00,319.495,320.357,316.423,316.597,1688478,NVDA,5.0
2021-12-08 13:00:00,317.588,318.729,317.022,318.162,1531973,NVDA,4.0
2021-12-08 12:00:00,320.324,320.616,318.75,318.822,1643443,NVDA,3.0
2021-12-08 11:00:00,318.297,320.257,317.612,320.17,2205397,NVDA,2.0
2021-12-08 10:00:00,317.088,320.157,315.344,317.633,4180850,NVDA,1.0
2021-12-08 09:00:00,319.465,322.524,315.614,317.169,6773947,NVDA,0.0
2021-12-07 15:00:00,320.404,321.625,319.939,320.04,2542483,NVDA,6.0
2021-12-07 14:00:00,322.022,322.874,320.298,320.707,3024674,NVDA,5.0
2021-12-07 13:00:00,320.593,321.395,319.24,320.36,2414128,NVDA,4.0
2021-12-07 12:00:00,317.423,319.397,317.252,319.021,2300533,NVDA,3.0
2021-12-07 11:00:00,315.161,317.52,314.905,316.384,3346288,NVDA,2.0
2021-12-07 10:00:00,309.16,315.183,308.872,313.753,4698722,NVDA,1.0
2021-12-07 09:00:00,309.198,311.237,306.136,309.233,5930186,NVDA,0.0
2021-12-06 15:00:00,299.479,302.058,298.645,300.553,2743162,NVDA,6.0
2021-12-06 14:00:00,298.561,300.989,298.385,299.934,2426399,NVDA,5.0
2021-12-06 13:00:00,293.457,298.142,292.892,297.953,2307871,NVDA,4.0
2021-12-06 12:00:00,292.168,293.637,290.265,292.793,2250743,NVDA,3.0
2021-12-06 11:00:00,291.149,291.89,288.347,291.504,3155035,NVDA,2.0
2021-12-06 10:00:00,287.494,292.11,280.038,291.794,6398283,NVDA,1.0
2021-12-06 09:00:00,298.431,298.592,280.407,287.359,10285095,NVDA,0.0
2021-12-03 15:00:00,302.179,304.425,301.132,303.785,2312441,NVDA,6.0
2021-12-03 14:00:00,302.336,304.955,301.931,304.05,2126803,NVDA,5.0
2021-12-03 13:00:00,303.984,305.864,302.84,304.658,1828709,NVDA,4.0
2021-12-03 12:00:00,302.126,305.554,300.932,305.228,2474767,NVDA,3.0
2021-12-03 11:00:00,305.947,306.553,302.61,305.781,2948561,NVDA,2.0
2021-12-03 10:00:00,311.335,312.535,307.624,308.883,4294748,NVDA,1.0
2021-12-03 09:00:00,319.605,320.916,311.0,311.296,4435457,NVDA,0.0
2021-12-02 15:00:00,322.142,323.503,318.111,319.611,2660352,NVDA,6.0
2021-12-02 14:00:00,322.272,322.984,321.157,322.527,1456401,NVDA,5.0
2021-12-02 13:00:00,322.112,322.234,319.16,319.401,1444213,NVDA,4.0
2021-12-02 12:00:00,321.273,324.222,320.718,324.035,2164390,NVDA,3.0
2021-12-02 11:00:00,318.517,321.076,316.873,319.216,2244623,NVDA,2.0
2021-12-02 10:00:00,320.514,322.454,313.986,318.441,3905700,NVDA,1.0
2021-12-02 09:00:00,311.765,321.955,309.871,320.43,5211477,NVDA,0.0
2021-12-01 15:00:00,321.273,321.745,314.016,315.765,3460796,NVDA,6.0
2021-12-01 14:00:00,323.041,323.323,319.609,322.148,2269159,NVDA,5.0
