Time,Open,High,Low,Close,Volume,tic,day
2021-12-01 13:00:00,323.83,325.561,320.728,323.636,2542054,NVDA,4.0
2021-12-01 12:00:00,327.885,330.015,327.769,328.33,1652782,NVDA,3.0
2021-12-01 11:00:00,330.467,332.493,329.339,330.882,2144007,NVDA,2.0
2021-12-01 10:00:00,330.932,332.013,326.305,327.601,3351460,NVDA,1.0
2021-12-01 09:00:00,331.795,332.506,325.862,330.892,4590535,NVDA,0.0
2022-01-31 15:00:00,241.517,242.158,238.379,240.205,2730062,NVDA,6.0
2022-01-31 14:00:00,239.442,241.319,238.928,241.274,1725741,NVDA,5.0
2022-01-31 13:00:00,239.765,240.46,238.369,238.487,2011066,NVDA,4.0
2022-01-31 12:00:00,239.422,239.581,237.6,238.537,2047039,NVDA,3.0
2022-01-31 11:00:00,237.934,239.571,236.331,237.129,2925468,NVDA,2.0
2022-01-31 10:00:00,236.056,238.732,235.772,236.554,4156457,NVDA,1.0
2022-01-31 09:00:00,231.571,236.584,230.239,236.05,5607593,NVDA,0.0
2022-01-28 15:00:00,220.375,223.14,219.602,222.686,2722046,NVDA,6.0
2022-01-28 14:00:00,220.684,221.891,216.006,216.703,2435093,NVDA,5.0
2022-01-28 13:00:00,221.364,223.629,220.79,221.697,1742203,NVDA,4.0
2022-01-28 12:00:00,224.42,224.698,221.409,221.957,1707205,NVDA,3.0
2022-01-28 11:00:00,222.862,225.517,220.88,222.965,3449805,NVDA,2.0
2022-01-28 10:00:00,214.542,217.966,212.7,215.71,3557506,NVDA,1.0
2022-01-28 09:00:00,219.745,222.221,212.89,214.436,5027849,NVDA,0.0
2022-01-27 15:00:00,220.644,222.001,218.083,218.711,2104713,NVDA,6.0
2022-01-27 14:00:00,220.165,222.611,218.882,219.514,2093514,NVDA,5.0
2022-01-27 13:00:00,221.923,222.86,216.485,216.743,2988638,NVDA,4.0
2022-01-27 12:00:00,223.801,224.398,220.291,221.207,2583253,NVDA,3.0
2022-01-27 11:00:00,225.529,227.035,222.428,222.726,3085068,NVDA,2.0
2022-01-27 10:00:00,231.062,231.73,225.774,225.931,3546549,NVDA,1.0
2022-01-27 09:00:00,235.427,239.671,229.979,230.982,5720101,NVDA,0.0
2022-01-26 15:00:00,230.483,232.059,222.728,228.918,5285487,NVDA,6.0
2022-01-26 14:00:00,235.507,240.29,233.245,237.607,5856699,NVDA,5.0
2022-01-26 13:00:00,237.404,237.473,235.043,236.21,2326377,NVDA,4.0
2022-01-26 12:00:00,232.081,235.266,231.6,234.951,2186397,NVDA,3.0
2022-01-26 11:00:00,231.531,232.619,229.38,231.116,2934726,NVDA,2.0
2022-01-26 10:00:00,231.741,236.245,231.157,233.193,5979817,NVDA,1.0
2022-01-26 09:00:00,232.081,234.966,227.722,231.715,5850399,NVDA,0.0
2022-01-25 15:00:00,228.585,228.654,223.627,224.215,3061973,NVDA,6.0
2022-01-25 14:00:00,226.437,227.735,224.416,227.12,2617673,NVDA,5.0
2022-01-25 13:00:00,221.374,223.959,220.131,223.645,2373902,NVDA,4.0
2022-01-25 12:00:00,221.413,223.639,220.281,221.245,2639960,NVDA,3.0
2022-01-25 11:00:00,224.65,226.296,223.017,223.585,2434495,NVDA,2.0
2022-01-25 10:00:00,223.731,225.937,220.431,225.837,4825822,NVDA,1.0
2022-01-25 09:00:00,225.359,227.765,220.845,223.625,7704367,NVDA,0.0
2022-01-24 15:00:00,224.889,230.471,223.288,228.512,4303985,NVDA,6.0
2022-01-24 14:00:00,222.762,225.477,220.101,221.617,4077489,NVDA,5.0
2022-01-24 13:00:00,215.301,220.373,214.727,215.959,3653398,NVDA,4.0
2022-01-24 12:00:00,215.391,215.539,208.625,211.121,4414019,NVDA,3.0
2022-01-24 11:00:00,219.754,219.762,215.546,218.276,3988745,NVDA,2.0
2022-01-24 10:00:00,218.492,222.161,214.737,218.011,7217386,NVDA,1.0
2022-01-24 09:00:00,223.032,228.883,218.473,218.591,9404567,NVDA,0.0
2022-01-21 15:00:00,235.427,236.325,232.366,233.673,3866170,NVDA,6.0
2022-01-21 14:00:00,239.052,240.16,236.82,237.124,1653299,NVDA,5.0
2022-01-21 13:00:00,239.721,241.499,237.65,238.287,1924403,NVDA,4.0
2022-01-21 12:00:00,240.461,242.957,237.32,239.436,2557467,NVDA,3.0
2022-01-21 11:00:00,241.1,247.941,240.206,245.139,4656078,NVDA,2.0
2022-01-21 10:00:00,235.767,237.244,232.346,234.761,5380583,NVDA,1.0
2022-01-21 09:00:00,235.127,240.759,233.694,235.819,7614592,NVDA,0.0
2022-01-20 15:00:00,249.07,249.939,242.464,243.281,3829431,NVDA,6.0
2022-01-20 14:00:00,251.629,253.395,250.344,250.992,1287776,NVDA,5.0
2022-01-20 13:00:00,252.834,253.195,251.493,252.5,1009931,NVDA,4.0
2022-01-20 12:00:00,252.836,253.854,252.122,253.589,1165932,NVDA,3.0
2022-01-20 11:00:00,253.844,255.493,252.571,254.128,1823710,NVDA,2.0
2022-01-20 10:00:00,252.836,253.904,250.055,252.6,3016755,NVDA,1.0
2022-01-20 09:00:00,252.836,254.503,250.294,252.85,4352635,NVDA,0.0
2022-01-19 15:00:00,254.114,254.883,252.391,252.497,1405779,NVDA,6.0
2022-01-19 14:00:00,255.622,256.052,253.121,253.229,1365384,NVDA,5.0
2022-01-19 13:00:00,257.88,258.019,255.188,255.287,1233024,NVDA,4.0
2022-01-19 12:00:00,253.005,257.929,252.971,257.819,2931381,NVDA,3.0
2022-01-19 11:00:00,256.252,257.77,250.324,252.39,3827207,NVDA,2.0
2022-01-19 10:00:00,264.651,264.751,260.152,260.261,2332773,NVDA,1.0
2022-01-19 09:00:00,260.377,265.123,259.802,264.636,4743841,NVDA,0.0
2022-01-18 15:00:00,261.156,261.275,259.053,259.712,1588318,NVDA,6.0
2022-01-18 14:00:00,260.017,260.796,259.083,259.638,1211785,NVDA,5.0
2022-01-18 13:00:00,260.197,260.576,258.794,259.845,1912285,NVDA,4.0
2022-01-18 12:00:00,263.733,264.282,261.5,261.719,1362884,NVDA,3.0
2022-01-18 11:00:00,261.256,262.414,260.182,261.51,1574610,NVDA,2.0
2022-01-18 10:00:00,262.504,266.07,261.39,264.88,2724538,NVDA,1.0
2022-01-18 09:00:00,262.304,263.493,259.433,262.498,4845476,NVDA,0.0
2022-01-14 15:00:00,265.56,268.427,265.555,267.413,1672952,NVDA,6.0
2022-01-14 14:00:00,267.188,267.907,265.895,265.994,1445291,NVDA,5.0
2022-01-14 13:00:00,264.881,265.87,263.658,264.366,1438762,NVDA,4.0
2022-01-14 12:00:00,269.106,269.516,267.384,267.992,1087966,NVDA,3.0
2022-01-14 11:00:00,268.567,270.15,266.055,267.752,1838890,NVDA,2.0
2022-01-14 10:00:00,270.438,271.652,267.743,268.671,3276689,NVDA,1.0
2022-01-14 09:00:00,262.684,271.434,261.78,270.569,5670084,NVDA,0.0
2022-01-13 15:00:00,268.816,268.827,266.175,267.702,2348856,NVDA,6.0
2022-01-13 14:00:00,269.136,270.395,267.024,267.343,1687780,NVDA,5.0
2022-01-13 13:00:00,267.947,269.756,267.183,268.601,1934491,NVDA,4.0
2022-01-13 12:00:00,271.533,271.544,266.85,267.672,3010756,NVDA,3.0
2022-01-13 11:00:00,270.944,272.912,269.82,272.577,3590851,NVDA,2.0
2022-01-13 10:00:00,279.713,280.173,274.474,275.28,3901287,NVDA,1.0
2022-01-13 09:00:00,283.429,284.468,279.109,279.728,3878196,NVDA,0.0
2022-01-12 15:00:00,279.818,280.144,278.589,279.109,1130089,NVDA,6.0
2022-01-12 14:00:00,279.613,280.493,278.719,280.295,1037302,NVDA,5.0
2022-01-12 13:00:00,281.182,281.272,279.468,279.975,1266999,NVDA,4.0
2022-01-12 12:00:00,279.853,280.403,277.89,280.018,1585741,NVDA,3.0
2022-01-12 11:00:00,279.044,280.134,275.743,278.804,2823946,NVDA,2.0
2022-01-12 10:00:00,282.34,285.617,280.537,283.663,3484530,NVDA,1.0
2022-01-12 09:00:00,280.343,284.229,279.548,282.324,4590521,NVDA,0.0
2022-01-11 15:00:00,276.917,278.665,276.911,277.76,1620527,NVDA,6.0
2022-01-11 14:00:00,276.725,277.077,275.653,276.322,1083566,NVDA,5.0
2022-01-11 13:00:00,275.633,276.997,274.225,275.525,1583648,NVDA,4.0
2022-01-11 12:00:00,278.844,279.534,275.493,275.863,1987041,NVDA,3.0
2022-01-11 11:00:00,270.894,277.377,270.889,277.031,3188307,NVDA,2.0
2022-01-11 10:00:00,271.069,275.329,270.27,272.906,3234829,NVDA,1.0
2022-01-11 09:00:00,272.842,273.581,268.062,270.978,4138393,NVDA,0.0
2022-01-10 15:00:00,267.538,268.887,265.396,268.511,2479728,NVDA,6.0
2022-01-10 14:00:00,266.23,268.447,266.065,267.842,2221640,NVDA,5.0
2022-01-10 13:00:00,261.006,264.522,260.432,263.913,2014624,NVDA,4.0
2022-01-10 12:00:00,261.515,261.745,257.695,258.363,1824389,NVDA,3.0
2022-01-10 11:00:00,258.459,262.933,257.385,262.738,2613908,NVDA,2.0
2022-01-10 10:00:00,259.098,260.447,256.906,259.562,4003608,NVDA,1.0
2022-01-10 09:00:00,265.52,267.688,257.445,259.172,8057600,NVDA,0.0
2022-01-07 15:00:00,274.659,275.169,272.677,273.166,1352007,NVDA,6.0
2022-01-07 14:00:00,273.89,274.35,272.217,273.086,1324722,NVDA,5.0
2022-01-07 13:00:00,275.119,275.319,273.296,273.905,1040362,NVDA,4.0
2022-01-07 12:00:00,274.54,275.659,273.066,273.885,1379985,NVDA,3.0
2022-01-07 11:00:00,271.543,274.5,271.328,274.374,2667914,NVDA,2.0
2022-01-07 10:00:00,281.241,281.362,274.275,274.914,3141564,NVDA,1.0
2022-01-07 09:00:00,281.072,283.889,277.501,281.176,3783882,NVDA,0.0
2022-01-06 15:00:00,282.68,284.049,281.536,282.195,1653871,NVDA,6.0
2022-01-06 14:00:00,279.933,281.272,278.709,280.552,1181029,NVDA,5.0
2022-01-06 13:00:00,279.334,279.804,277.203,277.351,1009973,NVDA,4.0
2022-01-06 12:00:00,281.201,281.552,278.989,279.668,1117685,NVDA,3.0
2022-01-06 11:00:00,281.931,283.649,279.289,280.497,2471787,NVDA,2.0
2022-01-06 10:00:00,275.668,279.225,270.32,278.3,5422405,NVDA,1.0
2022-01-06 09:00:00,276.068,281.782,274.664,275.817,5933464,NVDA,0.0
2022-01-05 15:00:00,278.984,279.045,275.044,275.323,3068719,NVDA,6.0
2022-01-05 14:00:00,283.459,285.467,279.668,280.427,2879270,NVDA,5.0
2022-01-05 13:00:00,281.621,283.52,280.728,282.951,2198200,NVDA,4.0
2022-01-05 12:00:00,284.742,285.228,283.453,283.733,1595596,NVDA,3.0
2022-01-05 11:00:00,287.464,288.064,285.301,286.26,1635527,NVDA,2.0
2022-01-05 10:00:00,292.198,293.818,287.968,288.243,2545593,NVDA,1.0
2022-01-05 09:00:00,289.142,292.849,285.471,292.213,4334454,NVDA,0.0
2022-01-04 15:00:00,288.063,291.286,288.038,291.234,2688960,NVDA,6.0
2022-01-04 14:00:00,284.817,287.635,284.762,286.77,1482611,NVDA,5.0
2022-01-04 13:00:00,284.887,286.876,284.352,286.33,1541549,NVDA,4.0
2022-01-04 12:00:00,286.56,288.214,285.451,287.359,1718548,NVDA,3.0
2022-01-04 11:00:00,285.996,286.686,283.144,285.491,3972281,NVDA,2.0
2022-01-04 10:00:00,296.788,297.194,293.172,294.381,3793445,NVDA,1.0
2022-01-04 09:00:00,302.246,304.325,296.418,296.848,4382600,NVDA,0.0
2022-01-03 15:00:00,300.838,301.698,299.654,299.894,1106113,NVDA,6.0
2022-01-03 14:00:00,299.28,300.899,298.974,300.755,1109505,NVDA,5.0
2022-01-03 13:00:00,301.657,302.428,300.183,300.433,1202168,NVDA,4.0
2022-01-03 12:00:00,301.337,302.128,300.133,301.977,1318041,NVDA,3.0
2022-01-03 11:00:00,304.743,306.153,303.189,303.769,1964267,NVDA,2.0
2022-01-03 10:00:00,300.688,304.006,300.423,302.613,3168835,NVDA,1.0
2022-01-03 09:00:00,297.881,306.753,297.486,300.601,7110919,NVDA,0.0
2022-02-28 15:00:00,239.302,240.929,238.568,240.074,1496176,NVDA,6.0
2022-02-28 14:00:00,240.968,240.978,237.01,237.774,1645174,NVDA,5.0
2022-02-28 13:00:00,239.811,241.948,239.038,240.155,2090717,NVDA,4.0
2022-02-28 12:00:00,245.744,246.363,241.205,241.643,2320988,NVDA,3.0
2022-02-28 11:00:00,244.665,245.434,243.253,244.72,2001367,NVDA,2.0
2022-02-28 10:00:00,242.079,242.897,239.377,241.828,2773530,NVDA,1.0
2022-02-28 09:00:00,239.632,242.348,237.019,242.073,4400021,NVDA,0.0
2022-02-25 15:00:00,237.864,240.18,237.128,239.726,2064435,NVDA,6.0
2022-02-25 14:00:00,237.484,238.632,234.723,237.868,3450285,NVDA,5.0
2022-02-25 13:00:00,238.568,239.611,236.97,239.021,1801258,NVDA,4.0
2022-02-25 12:00:00,241.18,241.638,238.738,240.316,1803112,NVDA,3.0
2022-02-25 11:00:00,239.516,241.888,238.109,241.064,2840026,NVDA,2.0
2022-02-25 10:00:00,234.927,238.892,233.524,238.058,4125327,NVDA,1.0
2022-02-25 09:00:00,236.925,240.829,234.294,234.941,5745160,NVDA,0.0
2022-02-24 15:00:00,230.932,235.226,230.448,233.733,3273832,NVDA,6.0
